test_index,true_equation,true_skeleton,predicted_equation,predicted_tree,predicted_y,rel_err,dsr_time
168,-0.8940248894347647*x1+1.2241392567907043,C*x1+C,NA,NA,NA,NA,NA
169,1.2526264601191563*cos(-1.6080006257336215*sin(-1.4412781093142484*x1))+-1.559025290885327,C*cos(C*sin(C*x1))+C,NA,NA,NA,NA,NA
170,0.3596263337452714*x1+2.0382679009656726,C*x1+C,NA,NA,NA,NA,NA
171,-1.198314563753295*x1**2+-1.146679723843762*x1+1.993887210252026,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
172,-1.7887614463906454*x1**2+-1.573649244382269*x1**2+-1.1029323060834013*x1**5+-0.6157960395587168,C*x1**2+C*x1**2+C*x1**5+C,NA,NA,NA,NA,NA
173,0.8382370071130953*cos(-0.3854757159981148*x1)+0.21522094812226777,C*cos(C*x1)+C,NA,NA,NA,NA,NA
174,2.058706117407786*exp(1.5851322349882873*x1)+-0.3081004769246347,C*exp(C*x1)+C,NA,NA,NA,NA,NA
175,0.9164871607730372*x1+0.5610360905611493,C*x1+C,NA,NA,NA,NA,NA
176,1.0094662576849864*x1*-1.399821704899797*cos(-1.7224010319189715*x1)+0.7755117672861465,C*x1*C*cos(C*x1)+C,NA,NA,NA,NA,NA
177,-0.1566394593327567*cos(-1.6888288265186389*log(-0.40071254682991597*x1+-0.45955632342280417))+0.8179391009822718,C*cos(C*log(C*x1+C))+C,NA,NA,NA,NA,NA
178,-0.9442838248798902*x1**5+1.987405496919941*x1**4+-1.9127072550069248*x1**3+-1.7524254871035247*x1**2+-0.7963818312919486*x1+-0.3348705649490915,C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C,NA,NA,NA,NA,NA
179,-1.1514455465182543*cos(-1.529886549297482*x1**5+1.5866493803619002*x1**4+-0.41850680378393235*x1**3+1.2570705826773398*x1**2+-0.42886915725574015*x1)+1.366811389300504,C*cos(C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1)+C,NA,NA,NA,NA,NA
180,1.8738944479633166*x1+-0.65090247192014,C*x1+C,NA,NA,NA,NA,NA
181,-1.4665923629330555*exp(0.449945061652576*x1)+1.7297278519895594,C*exp(C*x1)+C,NA,NA,NA,NA,NA
182,-0.4276095230683159*log(1.345156916895868*x1+-1.3110561421070799)+2.0328397212747586*cos(2.0689480043347834*x1)+0.7595991945243625,C*log(C*x1+C)+C*cos(C*x1)+C,NA,NA,NA,NA,NA
183,-1.9803671280401678*x1+1.7405430276029654/x1+0.1489401615239987,C*x1+C/x1+C,NA,NA,NA,NA,NA
184,0.3857058591043341*x1**2+-1.2630838847515224*x1+-1.2172890367581883*exp(0.5049797489572616*x1)+0.9252074988925707*exp(0.573412512469146*x1)+-1.6214112106290728,C*x1**2+C*x1+C*exp(C*x1)+C*exp(C*x1)+C,NA,NA,NA,NA,NA
185,0.7694675856324769*log(1.7487351057549745*x1)+0.5598378718640675,C*log(C*x1)+C,NA,NA,NA,NA,NA
186,1.6916317843945707*x1**2+-0.06151141776401614*x1+-1.2675105227406456*sin(1.8496048342536087*x1+1.1224403017172664)+1.4901895721396996,C*x1**2+C*x1+C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
187,0.41852030085756153*cos(-1.9624971346471989*x1**4)*-0.919908614532366*cos(-0.6412784992132758*log(1.4960465817540687*x1+1.3184933717157779))+-0.45747273597721994,C*cos(C*x1**4)*C*cos(C*log(C*x1+C))+C,NA,NA,NA,NA,NA
188,-0.8659090368302333*x1+-1.4852868868175795/x1+1.0608265403021941,C*x1+C/x1+C,NA,NA,NA,NA,NA
189,-1.0410892907475355*sin(-0.06279170771537324*exp(0.5085783135091666*x1))+-1.8715230181481508*cos(-2.0495690183772837*x1+0.4273468833370426)+1.2515843816570138,C*sin(C*exp(C*x1))+C*cos(C*x1+C)+C,NA,NA,NA,NA,NA
190,0.10020731512353231*x1+2.073488757282806,C*x1+C,NA,NA,NA,NA,NA
191,1.940413471974161*sin(-0.10046146526954991*x1/(1.6094704480860953*x1+-0.07055019103660376)+0.984971626972694/(0.05732981231944834*x1+0.4438383298861206))+-1.5172300058671455,C*sin(C*x1/(C*x1+C)+C/(C*x1+C))+C,NA,NA,NA,NA,NA
192,0.9430841559450243*cos(-1.6778003670848032*x1+-1.1486443865208193)+-0.4492474115041456,C*cos(C*x1+C)+C,NA,NA,NA,NA,NA
193,-2.0656312253704265*exp(1.2593792230752414*x1)+-0.961185502902254,C*exp(C*x1)+C,NA,NA,NA,NA,NA
194,-0.14945633964445748*exp(0.9004922590355715*sin(-0.5770084211471647*x1+0.6438994586616635))+1.2317782791283274,C*exp(C*sin(C*x1+C))+C,NA,NA,NA,NA,NA
195,1.7324674024811206*sin(-0.32480289826494047/x1)+-1.412348277561918,C*sin(C/x1)+C,NA,NA,NA,NA,NA
196,-0.6809758484394466*log(0.2877389382685225*log(-1.7459643997653522*x1+-1.7293170727875946))+-1.2753575724542565*sin(-1.3740636183719028*x1+-0.16311950973506217)+-1.562763578560465,C*log(C*log(C*x1+C))+C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
197,1.266971268240484*x1**6+1.2868519967311274*sin(-0.26656128779004695*x1+-1.5244062590827159)+-1.0025833838246112*cos(2.061993540247457*x1)+-0.6390260978355209,C*x1**6+C*sin(C*x1+C)+C*cos(C*x1)+C,NA,NA,NA,NA,NA
198,1.3160138687368659*x1+0.8305240486997381,C*x1+C,NA,NA,NA,NA,NA
199,-0.22791305281908625*log(-0.21866827451278326*x1)+1.938365696441711,C*log(C*x1)+C,NA,NA,NA,NA,NA
200,0.2497039415895257*x1+-0.9067046301176964*cos(-1.3149778633107247*sin(0.20522801046065098*x1))+-0.7478968325959712,C*x1+C*cos(C*sin(C*x1))+C,NA,NA,NA,NA,NA
201,0.4101386530404745*x1**5+-0.9657206828850813,C*x1**5+C,NA,NA,NA,NA,NA
202,-1.7003471265936747*exp(0.8022368609716555*x1)+-0.488492056854938*cos(1.894090577244261*cos(-0.6971166742231565*x1))+0.561642693408031,C*exp(C*x1)+C*cos(C*cos(C*x1))+C,NA,NA,NA,NA,NA
203,2.042272749501825*exp(-1.6740908853003524*x1)+-0.5538485946344904,C*exp(C*x1)+C,NA,NA,NA,NA,NA
204,-1.7163851124586174*x1**5+-1.4109021722250996*x1**4+1.3479385130448405*x1**3+-1.3343993040663835*x1**2+-1.386177297914444*x1+-1.4365981852766367,C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C,NA,NA,NA,NA,NA
205,0+-0.07148941000378173,0+C,NA,NA,NA,NA,NA
206,-1.873927457198838*sin(-1.8435515736289905*x1**2+1.6427288527039554*x1+-0.9330056845411725)**3+0.06032984855573886,C*sin(C*x1**2+C*x1+C)**3+C,NA,NA,NA,NA,NA
207,1.5155268942450624*sin(-0.6409353978767613*x1)+-0.59281175115878,C*sin(C*x1)+C,NA,NA,NA,NA,NA
208,0.21255512660496167*x1+-0.2075595535768897,C*x1+C,NA,NA,NA,NA,NA
209,-1.7046838924913095*x1+2.052293716384359,C*x1+C,NA,NA,NA,NA,NA
210,1.7701631371085096*x1+1.279695036049679,C*x1+C,NA,NA,NA,NA,NA
211,1.8373439939941698*exp(2.0950038953428396*x1)+-1.3141309967508914*cos(-0.7565119862840306*x1)+1.9081982190488982,C*exp(C*x1)+C*cos(C*x1)+C,NA,NA,NA,NA,NA
212,0.48073841831220054*cos(1.137732375905867*x1**5+0.8209360111965953*x1**4+-1.3851728941387842*x1**3+1.9223952566546276*x1**2+1.395944451162491*x1+-1.0131370777672395)+1.2169851016505357*exp(1.9921078409083184*x1)+-1.3389251372579751,C*cos(C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C)+C*exp(C*x1)+C,NA,NA,NA,NA,NA
213,-0.3989967578769167*log(0.6238638598464075*exp(-0.7160506776681967*x1))+0.9873727211817926,C*log(C*exp(C*x1))+C,NA,NA,NA,NA,NA
214,-1.738955119222063*x1*-0.8088170600556694*cos(-1.7862843236502284*x1+0.4477005644601637)+0.286617750627725*sin(-1.6570875568409398*x1+-1.710423073900692)+1.15301007384983,C*x1*C*cos(C*x1+C)+C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
215,1.7742271817456006*exp(-0.36213560898484*sin(-1.3510586963227171*x1))/-0.6977230663933021*sin(-1.2975191994550768*log(1.5843670037623*x1)+-1.0994484909454967)+-1.3203023403681373,C*exp(C*sin(C*x1))/C*sin(C*log(C*x1)+C)+C,NA,NA,NA,NA,NA
216,-1.1641236642319734*x1+-0.5894721675373316,C*x1+C,NA,NA,NA,NA,NA
217,-0.9005057061374759*sin(1.3652208406538033*x1+-1.1417077486598022)+1.3470298592569963,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
218,1.1419021722785905*x1*-1.2201791466966392*log(1.49119055010107*x1)+-1.2713354155936214*exp(0.1758394472280589*x1)+0.840047987407258,C*x1*C*log(C*x1)+C*exp(C*x1)+C,NA,NA,NA,NA,NA
219,0.300142549964002*x1/(-0.4080926254908379*x1)+-1.190589847683666/(1.206456006985253*x1)+-0.3789789773375114/x1+-1.5878440571806642,C*x1/(C*x1)+C/(C*x1)+C/x1+C,NA,NA,NA,NA,NA
220,0.5567381689000577*cos(-1.5367529461327016*cos(-0.2588762455945899*x1+-0.8868486114581755))+-0.9972959298105111,C*cos(C*cos(C*x1+C))+C,NA,NA,NA,NA,NA
221,-1.7610761728460977*sin(1.981562200474373*x1+1.474165959663707)+-1.8179917538337844,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
222,-0.5202508430762638*exp(-0.1372544176912407*x1)/-1.3219760079498015*log(-1.0511398449064597*x1)+-1.8379334612927076,C*exp(C*x1)/C*log(C*x1)+C,NA,NA,NA,NA,NA
223,0.5318928808388534*x1**4+1.2369971764000574*exp(1.5465049651271112*x1)*0.18492489787681476*log(-0.15347929536815652*x1)+0.3317799766310161,C*x1**4+C*exp(C*x1)*C*log(C*x1)+C,NA,NA,NA,NA,NA
224,2.0614265530799813*cos(1.5718102079094063*x1)+-0.2798777663035261*cos(-0.2093201995318834*exp(-0.9220926261844897*x1))+-0.900203808287636,C*cos(C*x1)+C*cos(C*exp(C*x1))+C,NA,NA,NA,NA,NA
225,-1.1959832769958934*x1+-1.2755180512938153*log(-1.7477093441117457*sin(0.007294274278442536*x1+-1.477268254655638))+-0.7493525724133983*exp(0.5089185470272639*x1)+0.4787063522253412,C*x1+C*log(C*sin(C*x1+C))+C*exp(C*x1)+C,NA,NA,NA,NA,NA
226,-1.7709390131285587,C,NA,NA,NA,NA,NA
227,-1.4978924561087261*x1**4+-0.9259247565387432,C*x1**4+C,NA,NA,NA,NA,NA
228,1.7736518986385001*sin(1.738357838246717*x1)+-1.3676722747934298,C*sin(C*x1)+C,NA,NA,NA,NA,NA
229,0.6964462306066195*log(-0.016197144727013058*x1)+-0.1728396928412428*sin(0.41643096511106625*x1+0.3983575601040381)+0.28090540583720447*cos(-0.6570594582891072*x1)+1.2129320762528755,C*log(C*x1)+C*sin(C*x1+C)+C*cos(C*x1)+C,NA,NA,NA,NA,NA
230,0.8033149091566516*x1+1.8963595838086054*cos(0.2520706252125877*x1+-1.1004665672945055)+1.1845221924663099,C*x1+C*cos(C*x1+C)+C,NA,NA,NA,NA,NA
231,0.8091478351745129*sin(0.6622431812205747*x1)+0.9937122796817004,C*sin(C*x1)+C,NA,NA,NA,NA,NA
232,0.035378293766647584*x1+1.4340693169242273,C*x1+C,NA,NA,NA,NA,NA
233,1.4717594811350088*x1+1.7572816573981154,C*x1+C,NA,NA,NA,NA,NA
234,0+1.3088677633330152,0+C,NA,NA,NA,NA,NA
235,0.2246782789052526*x1**3+-0.718566048871828,C*x1**3+C,NA,NA,NA,NA,NA
236,-0.9943584000125045,C,NA,NA,NA,NA,NA
237,-0.41771909094444437*sin(0.6718171628660099*x1+1.640632551353653)+-0.4881928658338599*cos(1.242160534405969*x1)+1.743801673719259,C*sin(C*x1+C)+C*cos(C*x1)+C,NA,NA,NA,NA,NA
238,1.4610758603562033*log(1.4499195912965357*x1)+0.42845868017475963,C*log(C*x1)+C,NA,NA,NA,NA,NA
239,1.0840190945329837*x1/-0.6654321906209291*log(-0.9371096297261565*x1+1.4190903699403772)+1.3613138819694401*log(-1.791651030145916*x1)+-0.9540110642694251,C*x1/C*log(C*x1+C)+C*log(C*x1)+C,NA,NA,NA,NA,NA
240,-0.361731425819408*x1+1.4663139350408478,C*x1+C,NA,NA,NA,NA,NA
241,0.41042107711054454*x1**2+-0.5037298613196735*x1+1.4171578860540808*cos(-1.2324836017967575*sin(-0.593576606147544*x1))+0.8395235845549998,C*x1**2+C*x1+C*cos(C*sin(C*x1))+C,NA,NA,NA,NA,NA
242,1.7344314946755834*exp(-0.8649399373897235*sin(1.442360701123031*x1+-0.5597240149309399))+-0.55320135471622,C*exp(C*sin(C*x1+C))+C,NA,NA,NA,NA,NA
243,-2.0502356751809017*log(0.2445380284728924*x1+-1.370855818639508)+-0.1614337588717476,C*log(C*x1+C)+C,NA,NA,NA,NA,NA
244,1.7863301713738147*sin(0.9946747655058181*x1)+0.642844008239122,C*sin(C*x1)+C,NA,NA,NA,NA,NA
245,1.3396581593279717*x1**3+-0.1251964387834772*x1**2+0.4897019425866489*x1+0.2834056239663574,C*x1**3+C*x1**2+C*x1+C,NA,NA,NA,NA,NA
246,-0.16621703969527202*sin(0.21393280878787113*x1+-0.36026701815526674)+-0.13419413672162195,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
247,0.08660749681137503*x1**3+1.4464321617452027*x1**2+-1.3829413674063542*x1+1.2763665117390954,C*x1**3+C*x1**2+C*x1+C,NA,NA,NA,NA,NA
248,1.9995126974751982*sin(0.9918852719500206*log(0.6229445619711389*x1+-1.6096023538533573))+1.5245246610207785,C*sin(C*log(C*x1+C))+C,NA,NA,NA,NA,NA
249,-0.6783007564314896*x1**4+-0.1921775544583335*x1**3+-0.17197917786237293*x1**2+1.632149632515198*x1+-1.1359640960684754*log(1.7886063322921824*x1)*1.5621799710566084*cos(0.037523932632632206*x1)/-1.918042223003552*cos(1.8524347448010956*x1)+-1.8516666936519734,C*x1**4+C*x1**3+C*x1**2+C*x1+C*log(C*x1)*C*cos(C*x1)/C*cos(C*x1)+C,NA,NA,NA,NA,NA
250,2.084393248840158*cos(-1.4709096106310513*cos(1.5560821715316582*x1))+0.47074460792932005,C*cos(C*cos(C*x1))+C,NA,NA,NA,NA,NA
251,1.9924846846451811*x1**2+-1.6448848716127318,C*x1**2+C,NA,NA,NA,NA,NA
252,1.6547043206525633*x1*0.8161231467837538*cos(-1.366727501031836*x1)/(1.4641795733301324*x1)+0.5826456102084068*sin(-0.008661489929622679*x1+0.5293647323888226)+-0.14614183171724515,C*x1*C*cos(C*x1)/(C*x1)+C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
253,-0.252771508094759*exp(-0.8848070476040075*x1)*-0.156466990330401*sin(1.078772793285669*x1+-0.13086783089811704)+-1.8332796499679538,C*exp(C*x1)*C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
254,1.3205037676434683*x1+-0.259183067331765,C*x1+C,NA,NA,NA,NA,NA
255,1.0392452548553583*x1+1.5867091187583902,C*x1+C,NA,NA,NA,NA,NA
256,0.3609469886371186*sin(-0.013667466912673731*exp(0.23823504183564825*x1))+-0.8043693627699098,C*sin(C*exp(C*x1))+C,NA,NA,NA,NA,NA
257,0.5489857163403724*log(0.6268040365231822*x1)+-2.043103910965079,C*log(C*x1)+C,NA,NA,NA,NA,NA
258,0.521630881968814*sin(-0.5523457789657453*sin(1.278208126923409*x1))+0.560758729470781,C*sin(C*sin(C*x1))+C,NA,NA,NA,NA,NA
259,-0.6894762711194902*x1**2+-1.266029662627414*log(-0.26586121798004103*x1)+0.10266145852190789,C*x1**2+C*log(C*x1)+C,NA,NA,NA,NA,NA
260,-0.9939418996156266*x1**6+1.2304080906136976,C*x1**6+C,NA,NA,NA,NA,NA
261,-0.4827262064636091*cos(1.4648785610996287*cos(-1.0822751673101716*x1/(1.652026858926816*x1+1.2440921342324613)))+-0.18666674862054466,C*cos(C*cos(C*x1/(C*x1+C)))+C,NA,NA,NA,NA,NA
262,-0.580751091331906*sin(0.9051959996597572*x1+1.330659326439796)+-1.5067165215468257,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
263,0.9024956142673282*log(-1.0050967111385118*x1+0.8442631212871929)+1.9611489158817448*sin(0.02895155723926246*x1)*1.3488413467107465*cos(-2.015102591286054*x1)+0.8226613726187706,C*log(C*x1+C)+C*sin(C*x1)*C*cos(C*x1)+C,NA,NA,NA,NA,NA
264,-0.5393816624916594*x1+0.22448535207508913,C*x1+C,NA,NA,NA,NA,NA
265,-0.2567881401197525*x1*-1.8257495562606167*sin(1.88212571631873*x1)/(-1.9318817976783542*x1+-1.6841059930890114)+0.8002638912149727,C*x1*C*sin(C*x1)/(C*x1+C)+C,NA,NA,NA,NA,NA
266,-0.848607989871651*x1+-0.6589089158185673/-1.253038371503615*sin(-0.23429702798349172*x1+-0.7526284905424612)+-0.9612567402486634,C*x1+C/C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
267,0.44440360751425656*x1+-1.217776502046246*sin(0.45927399368182087*x1+1.993092763994437)+-2.072312132378094*cos(1.2886676177613126*x1)+0.0685314014861671,C*x1+C*sin(C*x1+C)+C*cos(C*x1)+C,NA,NA,NA,NA,NA
268,1.6642991738706097/x1+1.5105970307375447,C/x1+C,NA,NA,NA,NA,NA
269,-1.746360994418582*cos(1.1961286264455762*exp(0.3256727588232011*exp(2.0734739428030573*x1)))+-0.5275723747919494,C*cos(C*exp(C*exp(C*x1)))+C,NA,NA,NA,NA,NA
270,1.3746546379394315*log(-1.5162817284168566*x1)+-1.1351225585979734,C*log(C*x1)+C,NA,NA,NA,NA,NA
271,0.057866849290401756*exp(1.1490214273297146*x1)*-1.6933517212838094*exp(-0.5373073126676307*x1**2)+1.0255652944777198,C*exp(C*x1)*C*exp(C*x1**2)+C,NA,NA,NA,NA,NA
272,-0.5221186764771193*sin(0.46014871316235206*x1+1.7260429337048477)+1.1980484148925945,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
273,-0.2789241827127573*cos(0.8407483832432123*sin(-0.20129953377268195*x1**5))+1.9127778982537955,C*cos(C*sin(C*x1**5))+C,NA,NA,NA,NA,NA
274,1.6508122113045998*sin(-1.6431926498164011*x1)+1.3088680914142077,C*sin(C*x1)+C,NA,NA,NA,NA,NA
275,0.49402412208325774*x1**3+-1.232742318691248*x1+-0.98601851678828*x1/(-1.6520341239499619*x1+-1.4314268931177812)+1.375680541578245,C*x1**3+C*x1+C*x1/(C*x1+C)+C,NA,NA,NA,NA,NA
276,0.1438443752261933*log(-1.1078508001048069*x1+0.5059213503760946)+-1.312434277721783,C*log(C*x1+C)+C,NA,NA,NA,NA,NA
277,-1.2651974128426242*sin(-1.0970672018129672*x1+-0.08772264126897644)+0.3055494874881899,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
278,-1.3703910882472434*sin(1.4647749513023895*x1+0.12560772352840655)+0.7557286094378872*cos(-0.8589910065971147*x1)+1.8033259915159126,C*sin(C*x1+C)+C*cos(C*x1)+C,NA,NA,NA,NA,NA
279,0.759147993956319*cos(-0.13702407675367523*x1+1.4875133118225903)+0.3415012624651288,C*cos(C*x1+C)+C,NA,NA,NA,NA,NA
280,2.0410304537336503*sin(-1.5318917098055087*exp(1.961595313725851*x1)*-0.7269575631325702*exp(2.03446254648668*x1**2)*1.142424622310934*exp(1.1221420862765266*x1**3)*-1.2514478135580962*exp(-0.5823486856518711*x1**4))+-1.6122198471093339,C*sin(C*exp(C*x1)*C*exp(C*x1**2)*C*exp(C*x1**3)*C*exp(C*x1**4))+C,NA,NA,NA,NA,NA
281,-0.008035319383674189*exp(0.9194741108950488*x1)*1.4461068187486186*cos(1.9096309323133647*x1)+1.42514920806516,C*exp(C*x1)*C*cos(C*x1)+C,NA,NA,NA,NA,NA
282,-1.0292810633528164*exp(2.0127433779787*cos(-0.47998886664179463*x1+0.6274850004778587))+-0.4332156520986832,C*exp(C*cos(C*x1+C))+C,NA,NA,NA,NA,NA
283,-0.1716086890655295,C,NA,NA,NA,NA,NA
284,2.0189082093962445*x1+0.39311357323091745,C*x1+C,NA,NA,NA,NA,NA
285,-1.577906406534967,C,NA,NA,NA,NA,NA
286,0.606469852761041*x1**3+0.22522125240104884,C*x1**3+C,NA,NA,NA,NA,NA
287,-0.23902290699380968*exp(-0.7543048385863436*x1)+-0.8912965728415787,C*exp(C*x1)+C,NA,NA,NA,NA,NA
288,-0.8039233324116555*sin(-1.9422179572307248*x1+-1.9662808031225045)+0.6866482086467736,C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
289,0.7327698426594016*log(-0.10635256807082971*x1)+-1.1759233344292421,C*log(C*x1)+C,NA,NA,NA,NA,NA
290,1.1759017274683217*exp(0.06394851684398883*cos(1.7635655175453762*x1))+0.14010923701375155,C*exp(C*cos(C*x1))+C,NA,NA,NA,NA,NA
291,0.47712036719067097*cos(0.582418601169866*exp(-1.0861639159147434*x1))+1.9053186552409493,C*cos(C*exp(C*x1))+C,NA,NA,NA,NA,NA
292,1.2943008757624752*sin(-1.5024710787868336*x1)+1.0026810015574066,C*sin(C*x1)+C,NA,NA,NA,NA,NA
293,-0.7308445962317545*x1**2+-0.9355943678634642*x1+-0.6589634566519229,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
294,0.860411873063617,C,NA,NA,NA,NA,NA
295,-0.5523823595490542*log(0.6686113657874917*x1+-1.1134260474060194)+0.04225708145976537*sin(0.08035692630020108*x1)+0.23861044209383664,C*log(C*x1+C)+C*sin(C*x1)+C,NA,NA,NA,NA,NA
296,-1.2918050675831472*cos(0.49688377008973905*x1)+1.6590351882853156,C*cos(C*x1)+C,NA,NA,NA,NA,NA
297,-1.9329302402118265*cos(1.5687256554916313*x1/(0.9431134722507846*x1))+-0.035263661537977775,C*cos(C*x1/(C*x1))+C,NA,NA,NA,NA,NA
298,-1.7954071387079664*x1+-0.5407830546892463,C*x1+C,NA,NA,NA,NA,NA
299,-2.042588953764661*x1+-0.9785915480562157,C*x1+C,NA,NA,NA,NA,NA
300,1.527712831785013*exp(-1.0563553988368863*x1)*1.2394373640995626*sin(1.705583985107809*x1+1.2982566660672914)*0.4455508102840726*sin(0.822824578164076*log(0.7164179124904617*x1)+0.24776384725241307)+-1.7750699465284432,C*exp(C*x1)*C*sin(C*x1+C)*C*sin(C*log(C*x1)+C)+C,NA,NA,NA,NA,NA
301,0.8045320096208943*x1/(-1.3022195055631305*x1*-0.6005810186830616*sin(0.34965183422515356*exp(-0.16152373758840222*x1))+-0.3403072320355276*sin(0.02082368176952709*exp(0.25060186302374454*x1)))+1.7325141005615379,C*x1/(C*x1*C*sin(C*exp(C*x1))+C*sin(C*exp(C*x1)))+C,NA,NA,NA,NA,NA
302,-0.07994660857761948,C,NA,NA,NA,NA,NA
303,1.6695252618049636*x1**4+-0.6216801750174823*x1**4*1.7075917091408552*sin(1.4092956034088906*x1+-1.8741956634126509)+1.0073884602658283*x1**3+1.063330146555502*x1**2+1.9465455578656257*x1+-0.8297737842742139,C*x1**4+C*x1**4*C*sin(C*x1+C)+C*x1**3+C*x1**2+C*x1+C,NA,NA,NA,NA,NA
304,0.9640673236746018*x1+-2.0760740277530005,C*x1+C,NA,NA,NA,NA,NA
305,-0.46184003077621716*x1**2+1.3421310714373509*x1**5+0.05553056115234023*x1**4+0.8421022899274022*x1**3+-1.7393777478644084*x1**2+-0.9542785451626059*x1+-0.2746818879857804*cos(-1.2039397422126272*x1)+-1.3280027484158499,C*x1**2+C*x1**5+C*x1**4+C*x1**3+C*x1**2+C*x1+C*cos(C*x1)+C,NA,NA,NA,NA,NA
306,1.5571434052973672*x1**4+-1.7494594703245603,C*x1**4+C,NA,NA,NA,NA,NA
307,2.0998868853388246*x1+-1.9787464541149855,C*x1+C,NA,NA,NA,NA,NA
308,-0.47139895985694724*x1+1.8656603331657462,C*x1+C,NA,NA,NA,NA,NA
309,0.08894793686749525*x1+-0.04812368697560876/x1+1.0673596866126998,C*x1+C/x1+C,NA,NA,NA,NA,NA
310,-1.1255917391344352*x1+0.7028264249537672,C*x1+C,NA,NA,NA,NA,NA
311,0.9019557857899327*log(1.7733848616584469*x1)*-0.9749674059433195*sin(-0.44361574676718685*x1+0.06436631229250311)+1.0528636013196535,C*log(C*x1)*C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
312,0.08696046540411562*cos(0.17243152572842346*x1)+0.9631502023343894*cos(0.35126624892260017*x1+-2.0453330096406748)+-1.2005375430733518,C*cos(C*x1)+C*cos(C*x1+C)+C,NA,NA,NA,NA,NA
313,-1.4740102672542141*log(0.13850003464344773*cos(-2.035382147906441*x1+1.7097168438015928))+0.05749038147473495,C*log(C*cos(C*x1+C))+C,NA,NA,NA,NA,NA
314,0.819041381254753*exp(-0.7727312932245265*cos(2.0839468256498956*x1))+1.5047911672063732*sin(0.33220247223891697*x1+0.3913606450283593)+-0.9054021297902983,C*exp(C*cos(C*x1))+C*sin(C*x1+C)+C,NA,NA,NA,NA,NA
315,0.08257841684334011*x1+-2.085877711154938,C*x1+C,NA,NA,NA,NA,NA
316,1.7742561929747258*x1+-0.07222187623042231,C*x1+C,NA,NA,NA,NA,NA
317,-1.6087484977592508,C,NA,NA,NA,NA,NA
318,-0.33543445400151484*exp(1.2113324603999596*sin(0.7576665131504705*x1))*-1.5400078858593327*cos(0.7745135388387765*x1)+2.0593138218771103,C*exp(C*sin(C*x1))*C*cos(C*x1)+C,NA,NA,NA,NA,NA
319,-1.1288664204107146*log(-1.7583574712071255*x1)*0.36540529461077575*sin(0.6840186351255566*x1)+1.118485757523009,C*log(C*x1)*C*sin(C*x1)+C,NA,NA,NA,NA,NA
320,-1.1009104981835507*log(2.015582860676028*x1)+-1.9969803891886797,C*log(C*x1)+C,NA,NA,NA,NA,NA
321,-0.19312419849658147*exp(0.4014135298524488*sin(-0.649778913411003*x1))+1.477580773586895,C*exp(C*sin(C*x1))+C,NA,NA,NA,NA,NA
322,0.48810316305372314*x1**2+-1.2285217146691747*x1+-1.2705965770067902,C*x1**2+C*x1+C,NA,NA,NA,NA,NA
323,-0.8247730483736835*x1**2/(-0.585211269017837*x1+-1.341397668013919)+0.9702557490499224*exp(0.6570381402423817*x1)+-1.0177944554777474,C*x1**2/(C*x1+C)+C*exp(C*x1)+C,NA,NA,NA,NA,NA
324,1.0600893892270489*cos(-0.4999465740745064*log(1.756537453910818*exp(-1.1060605889701358*x1)))+0.4856102847933452,C*cos(C*log(C*exp(C*x1)))+C,NA,NA,NA,NA,NA
325,-1.2065503603666885*x1**3+1.716672445226704*x1**2+0.5939949662028083*x1+1.0583088592406198,C*x1**3+C*x1**2+C*x1+C,NA,NA,NA,NA,NA
326,1.4705716688570134*cos(-0.387677545089937*x1/(-0.687969450376184*x1**4+0.5822205727917305*x1**3+0.06677963553207533*x1**2+-1.5386011939548772*x1+1))+-1.5631638759674307,C*cos(C*x1/(C*x1**4+C*x1**3+C*x1**2+C*x1+1))+C,NA,NA,NA,NA,NA
327,1.9627112573046586*x1+-0.9908228966763,C*x1+C,NA,NA,NA,NA,NA
328,-0.42644694195964505*sin(0.041685916773642084*exp(-2.023661525351004*x1))+1.9926001478839521,C*sin(C*exp(C*x1))+C,NA,NA,NA,NA,NA
