test_index,true_equation,true_skeleton,predicted_equation,predicted_tree,predicted_y,rel_err,dsr_time
390,-1.469958950391127*x2+-1.2789080266854507*cos(-1.301636934338572*x3)+-0.07676945424469572,C*x2+C*cos(C*x3)+C,"log(div(X2, exp(X1)))","log(div(X2, exp(X1)))","[ 4.55541981  5.29170078 -2.92826641  5.40723719 -3.11482278  5.55487617
 -2.89813941 -1.77621424 -3.2837917   5.32104392  4.76188305 -3.0695645
  4.81380243 -3.09537478 -2.55297515 -3.16237027 -3.22853297 -1.98188473
  5.50336206  5.09231626 -2.72069027  6.30869667  5.29126863  5.37434509
  5.0912527   5.7347473  -2.84203963 -3.68899825  5.55365291 -2.94083139
  4.6568965   5.73112435  5.52619086 -3.41271596 -1.93775016 -2.74166057
  5.86073906  5.00341839  4.82150481  4.7962385   5.95893944 -2.95358125
  5.18810432 -3.36816823 -3.10268528 -2.81790704  4.77955844 -2.31936546
 -2.96567651  5.50044411  6.02079364 -3.59603524  5.0239483   4.65213247
  5.11806756 -3.28947159 -2.11947898 -1.91370205 -1.9093442  -2.30304243
 -3.73410296 -3.56795424 -1.53301409 -3.04163744 -2.29060235 -1.92223356
  5.01069781  5.37069246 -2.13539169 -3.43984862  5.15396794 -2.05846892
 -1.92536968  5.9993386   5.04225824 -2.90951096 -1.67330703  5.49683283
 -2.56992227  5.10726859  5.65709694 -2.78206502 -2.52239782  4.59310688
  4.79200172 -2.14452561 -2.2917832   4.69245554  5.27992548  5.28079395
 -3.43588804 -3.46708108 -1.45762648 -2.6812766  -1.98391213 -2.38244083
  6.14083421  4.41063433 -2.64921945  4.46964591 -2.90480553 -1.93058073
 -3.70296685 -2.66551281 -2.1077374   6.3346343  -2.1514327  -2.29222981
  6.45388558 -2.98075076 -1.82937709 -2.30678815 -2.74080437 -3.31863414
  5.7363199  -2.84263376  5.60928   ]",0.1458710140037361,10.202524900436401
391,0.06319833080982562*x1/(-1.1649460142877446*x2)+0.6137403062452491,C*x1/(C*x2)+C,sqrt(-0.379),sqrt(-0.379),"[0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873
 0.6152873 0.6152873 0.6152873 0.6152873 0.6152873]",0.00039869236361164765,9.126219511032104
392,2.041146890243286*x3/x2+1.4682418087662548,C*x3/x2+C,"add(div(X2, X1), add(div(X2, X1), exp(sqrt(-0.129))))","add(div(X2, X1), add(div(X2, X1), exp(sqrt(-0.129))))","[ 3.56714655  3.83887312  3.65088448 -0.14234722  3.55382878 -0.38919815
 -1.33509858  3.14506046  4.18188893  3.13969282 -0.11563257 -0.15411339
 -0.26273809  3.79674074  2.63238198  3.47725359 -1.2999791   4.313295
  3.01873411 -0.18738246 -0.57604793  2.73332256  3.32512447  3.17624669
  0.10820396  3.32479023 -0.55799847 -0.10824501 -0.86713012  2.79886521
  3.34203373 -0.65506415  3.09716013 -0.08400665  2.86196295 -0.77001694
 -1.34903071  0.09603594 -0.7500042  -0.47612191  3.09109872 -0.806264
  2.83208709  4.34223206  3.40036242  3.44953803  3.93684826  4.35501964
  3.72957793  3.34050568 -1.09304199  3.43460512 -0.46403591 -1.69011678]",0.0001759721726226008,11.08643913269043
393,0.23467210617353018*x2*x3+1.2665930320853036*x2+0.42190574162507444,C*x2*x3+C*x2+C,"add(div(X1, 0.762), 0.557)","add(div(X1, 0.762), 0.557)","[-4.77628088 -3.76549603 -4.27525035 -4.46784821 -4.99484196 -4.07965278
  6.58057647 -3.4364372  -3.76903715 -4.31632272  4.7693348  -4.18506846
 -3.44338026  5.36200094 -3.469067    6.16025302 -3.67842358  5.57690295
  6.7124903  -5.14861198  6.89042986 -5.72268744  6.77975975  6.9828622
 -5.47055618  5.16012208  6.33807429  5.00162213  7.09504481  5.45282626
  6.38249944  5.36052057  6.39588621 -4.64019973  6.47999666  6.98532703
 -3.89309875 -5.62965385  6.56747361 -4.07210248 -3.9963877  -4.83285873
  5.28262722 -5.13914103  6.63701959  5.70075254 -4.6453898  -5.01195731
  5.91409968 -5.93894514  6.02267567 -3.57681867 -5.86268893  6.77450448
 -4.11188216 -3.43368254  5.96298246  6.42490615  6.76883054 -3.84045933
  5.49011165 -4.88883504 -4.74979582 -4.79199963  6.18788719  6.88894629
 -5.76593704  5.62722069 -4.54094915 -5.50611966 -3.39583197 -5.24260511
  6.19276477  4.5346781  -5.51157223 -4.41176296  5.40913131 -4.14572101
  4.94661859 -5.88113407 -4.42635013 -4.279685   -5.14554955 -4.02988801
 -5.45636532  5.02277203  4.95405563  7.1023306   5.36146767 -4.78870832
 -5.2702891  -3.63661378 -5.51607688 -4.07969134 -4.44326945  5.26855718
  6.24694228 -4.24604659  6.73004604 -4.01576038  5.15347521  4.9236815
 -3.85991325 -3.46216975 -3.84456235  5.80714978 -5.68197988  5.27754932
  5.57152368  5.24925661  6.77628242 -5.7637941   5.50165909 -5.83233725
 -4.40831227  6.88697549  4.83953622  5.61153967  6.01166569  6.83738652
  5.28117393  6.2088662  -5.70896432  4.93902568  6.64289673  5.82070973
  6.4531745   5.57457444 -5.68724528 -4.28298169 -5.79191076  7.08578282
  4.56847052  6.36832227 -5.65491303  4.5904599   5.143365   -5.40329475
 -4.0967782   5.02915476 -3.96620176  6.85131224 -4.84592957 -3.92856203
 -5.0711651  -5.18673601  4.8513438   6.2419504  -3.98018615  5.43591887
  6.96827791 -4.32339514 -5.45960195  7.08751107  5.45801011 -5.4761961
 -3.99654549  6.38047654 -5.74385992]",0.19803211791731046,9.4326753616333
394,0.45236984703893546*x2**3+1.5803215332166651*x2**2+-0.193301508966796*x2+-0.6387015902331437/-0.12566010857699372*cos(1.4589215759816367*x2)+-1.3232202041311751,C*x2**3+C*x2**2+C*x2+C/C*cos(C*x2)+C,"add(mul(add(div(-0.604, exp(X1)), add(X1, add(add(X1, X1), div(-0.604, exp(X1))))), log(X1)), add(-0.160, X1))","add(mul(add(div(-0.604, exp(X1)), add(X1, add(add(X1, X1), div(-0.604, exp(X1))))), log(X1)), add(-0.160, X1))","[ -86.07099678   17.27972368  -43.21771164   25.90561092   17.3057407
   15.63366933   25.02892421   25.3865209    25.03024805   17.06861791
   22.60107392   26.7019922    18.423163     27.55595326 -158.37084085
   17.12406959   14.7371111    25.49683628 -285.49379173  -96.52630382
  -92.72475888   20.76025814 -244.84271331 -211.48108115   15.01158787
   28.80863693 -119.54119464  -48.96878462   28.70238121  -53.23704369
 -216.49766206 -105.81780984 -166.59309894   22.8805385  -299.79348172
 -116.5083501  -135.68344653   15.78489808 -137.29644357 -291.03099938
  -92.67454183   14.77895577  -51.70713389   18.00748834   25.26565452
  -93.37236363 -225.92546199 -117.55461952   21.35400901   24.10495208
  -44.66779881   22.79575976 -300.54504914   17.83892958 -118.49556345
  -47.23973138 -292.00503631   17.93017007  -74.14169717  -48.92349437
  -53.31825785 -206.56950546   27.88155538   26.8200166   -91.50365973
  -75.20462521 -142.80560857 -234.49743518  -93.19796551   27.43043157
  -40.19067095   22.60163246   24.46033589 -119.81864955 -138.5221043
  -61.33963104 -170.15540145   18.4595416    20.27008035   26.89658901
 -195.77979979   13.52930572   16.25498682   13.87019523  -43.65413064
 -217.20623982 -221.8634962    15.68223153   17.1764435   -45.42944161
   21.61849375   13.15901933   23.12665249   13.22567705   26.99637477
   15.68138191 -124.17955688  -74.45512824  -67.93819575  -58.61016683
  -40.34769785  -58.74321923   28.90502359   22.64478259   28.81040214
   17.73162326   24.56967922  -61.41166285  -73.1579569   -84.20009789
   21.44915557   14.93704236   24.15804663 -157.06237834   23.31701084
  -70.12828058   17.99890549 -174.76991553   21.22469633   20.27961021
   13.19381003   19.59172467 -208.41977734   15.64548128 -232.51948225
 -100.23028335 -121.2698151    17.72090674   27.50930431 -171.32546316
   16.87065099   21.93708686   25.22806844 -129.72349262  -66.45858539
   16.83212532   18.75103485 -144.88267715 -288.52308275 -191.49261054
  -78.83814738   17.90024573   17.83448527 -171.75020327   24.88598669
   24.17405925 -158.91609221   26.83870206 -118.90341505   21.91040187
   13.1267092   -64.71672711   16.08422926   13.69611643 -227.24655952
   17.34874293  -87.6402369    23.61845021   14.32765806   20.72736496
 -101.89468031 -193.16885548 -249.25081174 -159.62403772  -68.29927748
   19.42550166   27.53902142 -163.55326777 -231.07690583   14.13942153
   20.76585967 -270.5800703    26.56483112 -226.51761859 -143.89979639
   18.63485802   19.16628229   22.82206041   18.63822036   26.42510542
   18.38669983 -273.07905191   22.7335989  -171.16475919 -255.67504694
   15.15191435 -296.63309919   13.13333261  -73.4416534    21.56115827
 -257.58233256  -66.93951367   20.65679407   24.83993014  -47.09818047
   13.08655877 -248.5324928 ]",7.296530386460472,12.421404361724854
395,-1.4239898494200087*cos(0.15941974757432487*x2)**4+-1.6131873099789276,C*cos(C*x2)**4+C,log(0.050),log(0.050),"[-3.00219698 -3.00219698 -3.00219698 -3.00219698 -3.00219698 -3.00219698
 -3.00219698 -3.00219698 -3.00219698 -3.00219698 -3.00219698]",0.09839913285179348,8.892683982849121
396,0.7774842688801273*x1**6+-1.2858801038429526,C*x1**6+C,"add(exp(exp(mul(X0, exp(-0.512)))), sqrt(mul(sin(sqrt(mul(X0, exp(-0.512)))), exp(mul(X0, exp(mul(X0, exp(-0.512))))))))","add(exp(exp(mul(X0, exp(-0.512)))), sqrt(mul(sin(sqrt(mul(X0, exp(-0.512)))), exp(mul(X0, exp(mul(X0, exp(-0.512))))))))","[2.36486689e+03 1.92799606e+00 1.94674133e+00 1.92889623e+00
 1.92799844e+00 9.72055320e+03 1.93058122e+00 1.00999107e+04
 1.92797484e+00 1.00999964e+04 1.92788856e+00 1.00999268e+04
 1.92805936e+00 1.92799186e+00 1.94189660e+00 1.00998932e+04
 1.65648512e+03 1.94553474e+00 1.93179931e+00 1.00999646e+04
 1.92806170e+00 2.32862686e+03 1.94472195e+00 1.93441022e+00
 1.00999767e+04 1.92788363e+00 1.92786398e+00 1.92798267e+00
 1.93024133e+00 1.92786409e+00 1.00993681e+04 1.92968986e+00
 1.00995269e+04 1.00998379e+04 1.92810552e+00 1.92792415e+00
 1.93442138e+00 1.00995458e+04 1.92847302e+00 1.00997850e+04
 1.00999913e+04 1.94133404e+00 1.92929246e+00 1.37852913e+03
 1.93598021e+00 9.17348591e+03 1.93332229e+00 1.92791852e+00
 1.93930548e+00 1.94156881e+00 2.18340611e+03 1.92807571e+00
 1.70064235e+03 1.52712418e+03 1.00999018e+04 1.93169105e+00
 1.92825897e+00 1.92787415e+00 1.92842183e+00 1.92860136e+00
 1.93740235e+00 1.14201515e+03 1.92834167e+00 1.63536907e+03
 1.92793103e+00 1.00998528e+04 6.09422288e+02 1.00998677e+04
 1.94539937e+00 1.01000000e+04 3.02979476e+03 1.00995811e+04
 6.81278810e+03 3.74748747e+03 1.00994495e+04 1.92809373e+00
 1.94429357e+00 1.00999408e+04 1.93133043e+00 1.92896020e+00
 1.93330212e+00 1.94788846e+00 1.92837607e+00 2.72830583e+03
 1.00999766e+04 1.92786415e+00 1.92802815e+00 1.92805873e+00
 1.01000000e+04 1.00998750e+04 6.65602223e+02 1.93219336e+00
 1.00999878e+04 1.41123573e+03 9.72938710e+02 1.00999017e+04
 1.19696254e+03 1.92811530e+00 1.92797888e+00 1.92897906e+00
 1.03260781e+03 1.92806900e+00 1.00999993e+04 1.93596629e+00
 1.87923591e+03 1.39548832e+03 1.92849709e+00 1.00996375e+04
 1.00999931e+04 1.92886257e+00 1.92825879e+00 1.00999777e+04
 1.00999382e+04 1.92803437e+00 1.94421724e+00 1.92787205e+00
 2.98307584e+03 1.00999431e+04 1.00999296e+04]",413.66256146342647,13.421629667282104
397,-1.9961735055736975*sqrt(-0.3478986398752353*abs(-1.7538511449581256*x1))+2.08753105040759,C*sqrt(C*abs(C*x1))+C,"sin(log(add(sin(sqrt(exp(X0))), exp(add(exp(0.282), X0)))))","sin(log(add(sin(sqrt(exp(X0))), exp(add(exp(0.282), X0)))))","[-0.87857115  0.03270752 -0.81920129 -0.59501635 -0.93735201 -0.48881837
 -0.96843062 -0.7379574  -0.68792159 -0.97817687 -0.99852683 -0.95522149
 -0.93784738 -0.85272888 -0.89393325 -0.93571637 -0.98546335 -0.36773401
 -0.9531158  -0.96977371 -0.98588885 -0.81641208 -0.94639885 -0.9698815
 -0.98635481  0.03556983 -0.97812467 -0.99983422 -0.84907253 -0.82207493
 -0.54602084 -0.88465754 -0.04322541 -0.99292151 -0.97672568 -0.89096099
 -0.99903425 -0.99906637]",0.03734390459106178,10.951495170593262
398,0+0.9349722489120111,0+C,sqrt(log(exp(0.881))),sqrt(log(exp(0.881))),"[0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009 0.93862009
 0.93862009 0.93862009 0.93862009]",1.3508465627601862e-06,1.0513901710510254
399,-0.652608166386367*x1+-0.5127958867602804*x3+0.6860289274098492*log(-0.8357405120006696*x2)+0.1378858931487068,C*x1+C*x3+C*log(C*x2)+C,"add(mul(-0.521, X2), mul(X0, -0.805))","add(mul(-0.521, X2), mul(X0, -0.805))","[ 5.71730252  1.61610937  0.54175358  6.34692965  1.7588764  -1.6645542
 -4.53937027  1.6240468  -1.14175741  1.58508632  5.06160715  2.36674658
 -5.43011818 -1.3595233   5.09962455  6.40416857  5.28620902  5.13610743
  6.08627716  0.12810627 -6.03794275  4.89014618 -4.40316579  1.83046687
  6.16621377  1.021991   -1.75465667 -4.63556581  0.32356769 -0.69875406
  5.34581242  6.11215886 -6.38634069 -1.00082663  5.85559411  0.83421864
 -2.16260482 -5.81658908  1.04386917  0.18820879 -5.8780438  -1.37231087
 -1.8377516   5.3570946   0.94405131 -0.8723405  -1.22490495 -5.48703373
 -6.39440818 -1.25706238 -1.34654497 -5.77843813  4.6341383  -4.46208425
  1.0478757  -2.04278267 -5.19048043  1.28568528  5.22657601 -1.57855876
  4.8887364  -5.04037461  2.30317259  5.44453257 -0.96076056 -5.39647902
 -0.01493125 -1.05992673 -5.18469783  6.07606212 -0.05597907 -1.20615362
 -4.82661441 -5.20716975 -1.58532891 -0.53418387  1.21403888 -6.0094861
 -5.30073269  1.87485298 -4.19713407  4.31024612  4.90753515 -4.89074421
  5.47760125 -2.13962105  5.11495399  6.06107285  5.28357648  1.0274482
 -4.88622498 -1.02927652  4.34691864 -2.10381954 -5.44156742  4.7133452
 -5.32765142 -5.49087231 -0.22221333  6.55327841 -6.2410292   5.52291601
 -1.2321303   5.50298315 -5.46195573  1.30266372  1.10869392  0.36765805
  5.5948592  -5.30397714  6.05112221  4.80740144 -6.05714228 -1.55594125
  0.7755787  -6.17777519  4.33217941  4.38520015  1.45470667  5.24344762
  6.05697295  0.85606196 -1.01893239  5.77388742 -0.66508154  1.81497009
  0.63223853  5.54973893 -1.35273865  1.05934506 -1.13187856  1.63918048
 -5.80285919 -1.98129561  0.81019376 -4.51033473 -4.10041841 -0.62524477
  0.7997238   5.67921584 -0.81087923 -5.38986443  5.90218932  4.44260241
  4.44001075 -0.94645726  4.38961858  4.7003131  -5.81667031 -4.30754804
 -5.4202401   6.10566138 -1.50442661 -0.60867911  5.46998049 -0.85483507
 -1.90132769 -6.34956078  5.71194372 -4.50054522 -5.37824843 -5.58371508
  1.33497809 -1.27231561  4.48602032 -5.59022183 -1.72006252  0.68008019
 -4.97794808 -5.40799046  5.43570475  1.18889807 -1.38855196 -4.83819135
 -5.36096256 -0.76593568  0.3144111  -0.92391351 -1.82089752 -4.14791434
 -0.9090236   0.69618926  5.84127103  0.10508482]",0.02771091666267469,9.254446268081665
400,-0.9683456412821285*x1+-0.24210046220557935,C*x1+C,"add(mul(X0, -0.899), log(-0.715))","add(mul(X0, -0.899), log(-0.715))","[-3.50490493 -3.86162844 -3.45229491  3.76325748  4.09790699  3.39877288
  4.07096589  2.7757576   2.48270095  4.13094773  2.54874823  3.19831598
 -4.24004061 -3.7322493  -3.93174583  3.41841853  3.97057425  3.04763092
 -4.35703365  3.64611148 -3.49629632  3.2441944  -3.36785914  3.60831881
 -3.45159506 -4.11107782  3.11492646  3.29048352 -3.13044602  3.9933399
  4.09914815  4.11976563 -4.6079808  -4.61219127 -3.36892798  3.27041881
  3.79360435  3.03311769  3.6268272  -4.37413534 -3.0457413   3.17098462
 -3.13098789 -3.47002115 -4.0862416   3.53715367  2.54362854 -4.02129714
 -4.3155452   2.44875542 -3.92603342  3.29999371  3.59756857 -3.19916217
 -3.28957774 -3.30814767 -3.22630488 -4.00431005 -3.04808277 -3.41085705
 -4.82183001  2.77357361 -4.30090525 -3.20502706  3.79786677 -4.81296393
  2.72001484  3.97206958 -4.49400091  3.49960774 -4.53993345 -3.40968994
  2.95402585  3.69769176 -3.5371735   4.00920789 -3.6665436  -3.2740931
  3.51075538 -3.98340674 -3.9969644  -3.28902414 -3.7539545   3.09469829
 -4.17538757  2.89296051  4.0854172   2.48687454 -4.60468575  3.51754413
  2.90112761 -3.54666082 -3.33357279  3.18386219  4.13661956 -4.80014137
 -4.3882019   3.29394763 -3.35330352 -4.29446538  3.31675127 -3.30268713
  3.93816529 -3.88024858  4.08065918 -3.78608104  3.94842647  2.74817743
  2.41472811 -3.56720868  3.54055695  2.84120008 -3.66625265]",0.002145966440671135,9.31586766242981
401,-0.757020811653432*sin(1.527416401934044*x2+-0.030337766747107864)+-0.862199654241735,C*sin(C*x2+C)+C,-0.717,-0.717,"[-0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133 -0.71717133
 -0.71717133 -0.71717133]",0.02010630897237039,8.740705490112305
402,0.3937990765639374*x1+2.092260643078941*sin(-0.11381766871640187*x2+1.325635408223373)+0.40001835728978596,C*x1+C*sin(C*x2+C)+C,"exp(sqrt(exp(div(X0, exp(exp(sin(X0)))))))","exp(sqrt(exp(div(X0, exp(exp(sin(X0)))))))","[  2.31323058  18.34747435  12.4580896    2.34335867   1.76714064
   2.18425149   9.80718154   1.86773819   2.25215477   2.35637145
 199.28187221   2.35636907   8.74935268   6.22075934   2.0321494
   1.77524878   2.33440736   6.1239878    1.9584292   23.11570809
   2.16324811 146.06909461   2.30369738 102.6914536   44.81997395
   2.31907719   2.19421928   2.35330893  14.89940859 108.51046032
   1.74069279   2.10748944   2.07215494   2.23699943   1.7702455
   6.30526343  53.18753002  69.82589125   2.26745907 117.13305588
   1.95062118   1.86532365   2.00304692  17.15000083  59.8125347
   2.33037643   6.46908513   1.89378515   1.76070888   8.4598189
   2.35565072  35.19772601 114.23186655  25.08802262  65.95981613
   2.15474889   5.20396794   2.31921456   1.71422012   2.34990245
   5.13420201   2.33131461   5.94522042   1.70988593 238.06674474
   2.33475689   2.29107153 109.97652432   7.82238447  18.49782894
   1.77120795   2.2526974   49.60570604  69.24755343   1.78519281
   2.35604378  10.94514706  16.48009216 221.76000961   1.87447023
   1.71303895  13.43048794  27.88222908  57.54224427   2.27371294
   1.80829189 242.69256907   2.35280032  13.40529841   9.99925928
   5.84397601   2.34460176   2.31796754  95.99484015   2.30367308
 183.06433345 131.33253107   2.0522943    2.35634661  11.15455086
   1.9268464    6.78169495   2.00084185  10.5700023    2.32938205
 130.37723132   2.34856241   2.12116248   2.02203996   2.15212886
   8.39001171   2.26560383   2.06465203 103.49392447   1.9550224
   2.10364836 238.97767575   1.83305239 156.85624655   2.0422074
   1.91832646  22.0324337    5.41726041   2.32525839   7.03302216
   2.33984368  29.0482684   22.48258431 109.22754137  22.22617598
   2.05442301   2.34788221 145.34317676  10.59930734  50.69553417
  10.03704202   2.23239992  15.67714586  93.04690779   2.12785545
   5.96749155   5.48124657  24.76317877   2.32100515   6.68083317
  35.64226758   2.31685718   2.04316908   5.90575147   1.71592482
 166.64537198  13.74265319 156.5553057  217.50926905  19.76495062
 128.06206419 168.66706796   2.35598603   1.85429668   1.77717537
   2.34076886   2.30951503  27.28385082   1.82537077  15.0616567
  98.42400165   1.85429741  48.26728874  44.17921718   8.59083304
   1.82852566   2.2928878 ]",108.2321333337141,12.705905675888062
