test_index,true_equation,true_skeleton,predicted_y,rel_err,dsr_time
368,-1.5571953497474134*exp(-1.2769991958281524*3*0.06560799469140166*sqrt(-1.5863899030340471*abs(0.729402963010378*x2)))+-0.37076149098830524,C*exp(C*3*C*sqrt(C*abs(C*x2)))+C,"[-1.2988188  -1.15457799 -1.3107     -1.41735815 -1.41735815 -1.29448625
 -1.2693433  -1.41735815 -1.41735815 -1.21510283 -1.22866439 -1.41735815
 -1.20857954 -1.26130588 -1.34512048 -1.41735815 -1.25544401 -1.41735815
 -1.15845558 -1.28054989 -1.41735815 -1.26405153 -1.41735815 -1.25332426
 -1.24046338 -1.41735815 -1.09546477 -1.25788405 -1.05851113 -1.30341192
 -1.27670296 -1.21254529 -1.3299046  -1.27715484 -1.06951063 -1.24212531
 -1.41735815 -1.2837091  -1.18162884 -1.24942547 -1.41735815 -1.03992062
 -1.1339026  -1.29745022 -1.26650829 -1.41735815 -1.05393558 -1.41735815
 -1.20803384 -1.30892982 -1.34738609 -1.20013591 -1.30441459 -1.25259574
 -0.9865289  -1.24986836 -1.27754977 -1.41735815 -1.27963505 -1.19806075
 -1.29129513 -1.22256322 -1.23461987 -1.06907976 -1.11014337 -1.23402296
 -1.2536824  -1.27932972 -1.41735815 -1.24712944 -1.21537347 -1.41735815
 -1.33232796 -1.27806165 -1.30632827 -1.00615658 -1.2309043  -1.12076229
 -1.18043603 -1.28828403 -1.25282004 -1.31064525 -1.00456745 -1.29750033
 -1.41735815 -1.41735815 -1.01619421 -1.08303603 -1.31725958 -1.41735815
 -1.06274031 -1.27840914 -1.21845889 -1.19792461 -1.32684442 -1.41735815
 -1.27063488 -1.21122185 -0.97188462 -1.29472012 -1.04207937 -1.24067233
 -1.26837618 -1.41735815 -1.22564723 -1.41735815 -1.23200976 -1.19860713
 -1.09976043 -1.21835891 -1.41735815 -1.19224998 -0.97828871 -1.28085583
 -1.21997512 -1.41735815 -1.41735815 -1.41735815 -1.31730216 -1.30463641
 -1.41735815 -1.30009411 -1.08066977 -1.41735815 -1.2222355  -1.32932541
 -1.00399687 -1.41735815 -1.25847957 -1.41735815 -1.23529549 -1.41735815
 -1.27225359 -1.30934014 -1.41735815 -1.33593043 -1.41735815 -1.19162666
 -1.28776739 -1.2200444  -1.29834508 -1.32546898 -1.22479184 -1.41735815
 -1.23778044 -1.31827352 -1.23856487 -1.28791494 -1.24266062 -1.2103252
 -1.13821065 -1.27969565 -1.09760015 -1.31765542 -1.41735815 -1.25715826
 -1.41735815 -1.31608878 -1.30810775 -1.14273858 -1.32733775 -1.29283113
 -1.22536462 -1.27803997 -1.41735815 -1.29041036 -1.28753987 -1.13754819
 -1.21220225 -1.32000965 -1.15983154 -0.98875773 -0.97889767 -1.41735815]",0.0008722306595002977,4.260761499404907
369,0.8102490850265753*exp(-1.8417415897875518*x2)+1.7996094499725843,C*exp(C*x2)+C,"[  1.93471453 493.2978197    1.93471453 257.14428953   1.93471453
   1.93471453 661.09122382 759.39549429 223.7656427  614.96922335
 332.60497442 730.49688378 715.11454705 452.80193803   1.93471453
 620.08765182 634.39350422   1.93471453   1.93471453 744.22849738
 678.28458294   1.93471453 535.55401315   1.93471453 499.27909977
   1.93471453   1.93471453   1.93471453 672.47325372   1.93471453
 525.32177715 326.03265447 719.80773989 602.58589107   1.93471453
   1.93471453 510.6595235  752.01185004 627.92747944   1.93471453
 520.93282248   1.93471453 447.14000544   1.93471453 241.08280587
 362.41850895   1.93471453   1.93471453   1.93471453 310.16800394
 325.19592438 306.66549422 304.60282087 270.17643733 355.29747793
   1.93471453 504.11713631 324.33591734 364.25533009 653.46546173
   1.93471453   1.93471453 378.67612613 528.2053264  747.39650875
   1.93471453   1.93471453   1.93471453 615.53675553   1.93471453
 640.90935175   1.93471453   1.93471453   1.93471453 624.45232181
 273.03257042 747.90757314 210.44882335   1.93471453 431.21040283
   1.93471453 319.92002864 375.96095168   1.93471453   1.93471453
   1.93471453   1.93471453 493.53838058 221.91235412   1.93471453
   1.93471453 561.19465344 252.68296504 265.63091972   1.93471453
 685.27399134   1.93471453   1.93471453 225.95855037 691.59205903
   1.93471453   1.93471453 299.89336125   1.93471453 412.59146115
 319.0826183    1.93471453   1.93471453 301.65080092 368.37795264
   1.93471453   1.93471453   1.93471453 683.51313403   1.93471453
   1.93471453   1.93471453 561.65656066 726.01810486   1.93471453
   1.93471453 604.85520769 570.93302287 267.92372694   1.93471453
 331.56067074 324.54780628   1.93471453   1.93471453   1.93471453
 699.8364771    1.93471453   1.93471453 338.5101148    1.93471453
   1.93471453 443.35326728]",139.48043882043626,13.531161308288574
370,0.4888512158445364*x2+0.9704710263147831,C*x2+C,"[ 3.14658366  3.15086509  3.51884678 -0.16684666  3.72818659 -0.36085993
 -0.01951309 -0.14894891 -0.0445436  -0.16837311  3.54947022  3.17252178
  3.48086074  3.43584334 -0.42560238 -0.20136794  3.03036676  3.60230211
 -0.15897664  0.09676675 -0.23896264 -0.00685228  3.21495507 -0.08047047
  2.80277907  3.9317409  -0.19735953  0.15401194 -0.19091961 -0.30432391
 -0.27433339 -0.21113448  3.02483482  2.93969548 -0.29653462  0.22630397
  0.10978316 -0.23976279 -0.14887982 -0.14146671 -0.31384042  3.71660298
  0.00410142  3.16965158  3.50001246 -0.35642516  0.06041522 -0.15909135
  3.0375062  -0.05177622  3.69763826  3.31863493  0.10418142  3.16084595
 -0.14376154 -0.25994676 -0.28974308 -0.24558386  3.77862407  3.34665726
  3.03289753  3.13267829  0.21307778 -0.27773645 -0.32465052  3.91788828
  0.14590484  2.83714595  3.24250827  3.42856233 -0.39137581  2.96174522
  3.74501863  2.80193109  0.16192216  2.96266718  3.10705092 -0.19048675
 -0.14478468 -0.18099909 -0.1416586  -0.20144924  3.30460092  3.40278427
  2.73729252 -0.32126337  4.01150028  0.34228699 -0.20923061 -0.33990035
 -0.240102    2.54503819  3.52377019  2.93186551 -0.09692254 -0.12193627
 -0.31386443  3.7507347  -0.08653861 -0.15970633  3.24038541  3.1739858
 -0.38519394  3.06801843  3.11390147  3.19859088 -0.07992678  3.00723379
  3.21636759  3.9957811   2.83152243 -0.31403497]",0.020662063154836614,1.9203307628631592
371,-1.9013276908189434*cos(0.8768469064931876*x1**5)+0.4982442493478789,C*cos(C*x1**5)+C,"[-1.14560615 10.75115595  8.35476345  5.14736017 -1.87885635  9.16242553
  8.00449381  2.40505212  9.35878433  6.8604788  12.83298174  9.86456267
 11.26030497 11.41241326  4.83849272 -1.15810716  9.61472699  8.23655313
 -1.87486224  2.84356785  8.25686245 11.40355212  4.71539362 -1.31779904
  2.00189437 12.41218246 11.08860225 -1.40751361  5.00682969  2.17727058
  7.8252369   6.11924945  0.42564153  2.62218722  6.91087696 -1.18059595
 -1.22837751 -1.50964755 10.26255853 -1.42761575  7.40043736  0.50145876
  9.54454668 -1.09577736  3.1632322   9.24714952 -1.78080753  8.54755166
  5.11603418  0.42688458  9.40627015  0.65181199  0.72094234  9.5019356
 -1.20087742 -1.66262732 11.43609727  6.84670861  5.4819527   0.46161164
 -1.25746947 10.22247647 11.12511531  6.80579331  2.31310166 -1.18577362
 12.82315091  0.25020955 -1.20884009  0.42557279 -1.85464061]",3.4084766384084624,8.299262523651123
372,-1.7207076774948127*x2**3+-0.14185901732648687*x2**2+-0.28929572382692714*x2+-0.3370570996570128*exp(0.32134427206519645*x1)+1.123599411895488,C*x2**3+C*x2**2+C*x2+C*exp(C*x1)+C,"[ -84.93881631   49.61782586   62.73554996  -63.74439863   52.81581511
  -96.81646961  -93.8152523    78.31012618  -56.25739111   66.73115432
  104.02097966  -71.96101761  -54.69844489   67.53973229   82.86535025
   98.11950925  -90.10537912  -66.672618    -81.56782813   65.96323517
  -80.28316276  -57.44986826   77.66402187   65.96774919   64.80050883
   69.06960917  113.74452243   78.29881971   68.992435     61.73685715
  -48.93692239  -79.5439803   104.15361775   87.83337878   92.08331083
  -73.63413876  -57.32430175   92.90390992   56.08171994  -98.20803644
  -93.43467078   80.86460357  -46.71961467  -88.57540126   64.272941
  -80.98885356   54.21704377  -98.80403011 -100.96182506  -90.23229921
  -98.17222399   80.36095176  -62.70199642  -78.56978141  -99.34887002
   86.98198669  -57.26469412  -69.35931859   90.15867862  -96.35869633
  -91.9628613   -65.43813016   99.55959837  -46.52782643  -91.10099358
  -89.25145195   73.26203201  -95.48607368  -95.87359279   76.33598567
  -86.8263568    85.42405453   62.47316425  -39.60510741   50.74666306
   77.5316708    62.18005278  -64.72326859  -45.75822523   90.01714857
  -79.67741981   49.72835747   94.03662766   88.36215934  115.08231388
  115.6290462   111.57902352  -49.36944444  -90.18271125  -94.05937336
   66.11110899]",2.50284947237007,12.380838632583618
373,-1.1303274157063146*x1*-0.32935019034429525*cos(1.9827469798117874*x1)+2.0477765080738286*x2**3+0.6196428140274146*x2**2+0.1157952016373085*x2+-0.18248226381389787,C*x1*C*cos(C*x1)+C*x2**3+C*x2**2+C*x2+C,"[ 13.4231906   41.04055242  58.94470639 -63.56547306 -10.53784278
  53.15314954  56.75726866 -12.41612833 -17.76071188  37.10187082
 -13.81279603 -13.06220475 -42.89950723   7.32884307 -18.09227555
  13.16187469  35.79397843 -21.4546094 ]",22.446746866064554,3.3556034564971924
374,1.3349261618650772*x1+2.0319647119674795*exp(-1.9011353932475183*x1)+1.8443764596340313*sin(-1.4477487286473796*x1)+-0.5390844626633242,C*x1+C*exp(C*x1)+C*sin(C*x1)+C,"[   2.01164996  527.32035759    2.01164996    2.01164996    2.01164996
  607.25930488    2.01164996    2.01164996  546.78903234  416.48070122
    2.01164996    2.01164996    2.01164996  965.87448574 1244.82893806
  720.91651406    2.01164996    2.01164996    2.01164996  142.84816914
 1395.17139358 1103.0913325   126.52200481  390.00900364 1417.38104282
  166.55068509    2.01164996  217.94629657    2.01164996    2.01164996
  163.13661507  753.07805303  168.51460709 1075.96660803  328.86203358
    2.01164996    2.01164996    2.01164996    2.01164996  456.84238463
  248.80813948  184.47568493 1096.30860017    2.01164996    2.01164996
  734.12120599    2.01164996 1430.03474852  879.53805061    2.01164996
  598.25001287 1426.39482793    2.01164996    2.01164996  460.39422008
    2.01164996  195.14708085  175.50418441  513.93791822  151.65448398
    2.01164996  225.94255436  592.01454597  473.39488116  908.46348009
  242.10091109]",838.2619020601342,13.3724365234375
375,-1.9941217189149825*exp(-0.3789909687963433*sqrt(1.2211783694186966*abs(-0.5722282801709961*sqrt(0.6842886148651761*abs(1.2156691980805907*x1)))))+1.323881795740245,C*exp(C*sqrt(C*abs(C*sqrt(C*abs(C*x1)))))+C,"[ 1.37535905e-01  1.97801122e-02  3.85352062e-02  1.01113121e-04
  4.62109808e-02  1.41023794e-01  2.63227237e-02  7.42245275e-02
  9.47634676e-02  1.08520350e-01  5.09925616e-02  3.98842655e-02
  1.23657199e-01  1.06366349e-01  1.30759408e-02  1.18356450e-01
  1.39859966e-01  9.20507706e-02  9.13777345e-02  3.49184501e-02
  3.20602477e-02  6.38369193e-02  6.08396587e-02  2.23283721e-02
  1.26331991e-01  1.29112322e-01  4.70787008e-02  3.84492649e-02
  6.07996842e-02  1.19968559e-01  8.26289799e-02  9.19886934e-02
  1.19914896e-01  3.54917439e-02 -1.88826456e-02  9.71320156e-02
  6.56455403e-02  4.08390042e-02  8.68179291e-02  9.30818546e-02
  3.75059262e-02  1.47630779e-01  7.12444270e-02  2.38325592e-02
  8.00629157e-02  8.01278615e-02  3.52508669e-03 -1.04607627e-03
  6.61098478e-02  2.34775447e-02  1.05048985e-01 -5.51042885e-03
  1.03213093e-01  9.84787335e-02  1.03246763e-01  3.60320696e-02
  7.07646395e-03  7.73207904e-02  9.21948551e-02  1.72211002e-02
  1.04950612e-01  1.31980034e-01  1.24116039e-01  1.89801582e-02
  1.57963908e-02  4.49842350e-02  5.53518189e-02  1.47400888e-01
  6.42744538e-02  1.42066497e-01  3.51119674e-02  2.14883413e-02
  1.60937360e-01  9.07494298e-02  8.64190182e-02  5.26190837e-02
  4.79764187e-02  5.71107200e-02 -4.06954273e-04  1.70086839e-03
  8.68059027e-02  6.88991136e-02  1.17141135e-01  8.58712325e-02
  4.27271103e-02  1.22151021e-01  1.03763377e-01  6.85948037e-02
  9.94467508e-02  6.81120124e-02  4.14482942e-02  7.35138797e-02
  6.90766216e-02  8.58371933e-03  1.15097977e-01  7.37063286e-02
  1.01018845e-01  2.99086384e-02  9.12510040e-03  1.49437679e-01
  2.21822485e-02  1.11027837e-01  2.19454163e-02  6.68626931e-02
  1.37197173e-02 -1.14275416e-02  1.46587427e-01  2.57658118e-02
  9.86287633e-02 -6.52398479e-03  2.87816249e-06  1.28897280e-01
  9.66895992e-02  1.28472257e-02  1.21559977e-01  1.69142746e-01
  3.95554176e-02  5.69364721e-02  1.30587166e-01  7.43336204e-04
  8.81591292e-02  1.16232952e-01  1.00764839e-01  9.13811026e-02
  1.33491425e-01  1.00997437e-01  1.16903207e-01  1.28263713e-01
 -4.51484221e-03  1.27963194e-01  2.40419358e-02  8.20981815e-02
  5.64973340e-02  1.11607121e-01 -5.35861295e-03  5.09092969e-02
  3.66910495e-03  3.13595709e-02  1.75253088e-02  5.97882243e-02
  1.17250714e-01  1.07270896e-01  7.21978363e-02  6.26702916e-02
  1.11911650e-01  8.80074769e-03  5.82676206e-02 -4.22414981e-03
  1.15685148e-01  6.56844263e-03  3.11035178e-02  1.79092094e-02
  3.85508992e-03  4.22070009e-02  9.99538280e-02  4.31257975e-02
  1.42326599e-01  1.43531648e-01  6.03865365e-02 -2.82557519e-03
  1.06056233e-01  1.68689298e-02  3.74798610e-02  7.37267027e-02
  4.77054973e-02  6.76466091e-02  1.75737023e-03  1.16463987e-01
  6.17693757e-03  5.92220117e-03  1.79714270e-02  3.04175006e-02
  4.13179932e-02  1.23526881e-01  1.16571893e-02  5.07921854e-02
 -1.28434073e-02  9.64006769e-02 -1.60240229e-02  4.43449080e-02
  2.59426335e-02  2.65962390e-02  1.01520017e-01  4.52602848e-04
  1.02202381e-01  3.82542128e-02  6.35385942e-02  5.62782581e-02
  2.75178160e-02  5.21356491e-02  1.14609463e-01  1.13951729e-02
  6.89213025e-02  4.82872509e-02  5.09520588e-02]",0.00609101326254024,5.971829891204834
376,0.773306081021981*log(1.5192591762595415*cos(-1.842494364822257*x1+0.17775605570223396))+0.7889034379138904,C*log(C*cos(C*x1+C))+C,"[ 0.16198026 -1.12421236  0.75645749  0.79233012  0.85290082  1.19628842
  1.11295392 -1.55885732 -2.89582214  1.03472204  0.57466071  0.67850791
  0.46435132  0.78593456  1.12855194  1.08237049  1.04602837 -9.40438227
  1.03950035  1.14419378 -0.40557419  0.86646529  1.31474431  0.76864039
  1.38340693  1.06940016 -2.19049399 -8.68539901  0.84342178  0.923652
  1.34079639  0.78576812  1.31983084  1.287859   -0.50069486  0.42403373
  1.2877032   1.09844818 -8.74336417  1.06985114  1.09483049  0.78490166
  1.08871862  0.73894974  0.80334525 -7.87067401  0.9660767  -0.52544839
  0.75243548  0.9054351  -0.61137781  0.8358633   0.7631236  -0.79361263
  0.74606272 -0.22065065 -0.63208671  1.45290884  1.32046407 -0.29349956
  0.33255206  1.36280107  0.63300671 -6.56909413  0.96408052  0.96275952
  0.89686587  1.34959283 -7.03120036  1.04480401 -0.15563448 -0.21235093
 -0.19391803  1.00758111 -1.54031126  0.85650266  1.00664052 -7.95696279
  1.17594803  0.86746507  0.9804903  -7.81004477  1.08282796  0.80324794
 -0.41560957 -1.4198365   0.89164772  1.28034763  0.48972749 -1.80766838
  0.42695817 -0.1469684   0.64065804 -1.74526137  0.71336432  0.76568752
 -1.1381435   0.8082833  -1.25821036  1.30071895  1.02970295  0.29446951
  1.2877138   1.47532347  1.20853526 -2.70411866  0.8045823  -4.60644081
  0.31359499  0.71943127  0.64926251 -1.11024407 -1.46130554  0.89202071
  0.92757926 -0.1242461   1.34429894  0.6137101   1.19173098 -0.68564602
  0.38170637  0.8946666  -0.66673524  0.87979626 -0.98229408  1.12121722
  0.64840917  0.74933561  0.77884063  1.0385304  -0.38701934 -4.75963483
  1.33850169  0.75640172  0.51916636  0.88800606  0.68108167 -0.24904125
  1.27375851  1.32556284  0.76111531 -4.33743647  0.7371848  -0.73360641
  1.20335831  0.86590989 -7.13288428  0.81633169  0.76727399  0.99781948
  0.71322526  0.72116932  0.99334661  0.85616551  1.11065112  0.34156958
 -0.74886036  0.83585327  1.05022778  0.73559245  0.43350172]",0.4444691843108327,7.657320737838745
377,2.073924278582975*sqrt(-1.744338192943685*abs(1.4460818146529921*x1*x2+0.7704260776645695*x1+-1.2797268616476263*x2+-0.34332824043717713))+-1.4867440616288436,C*sqrt(C*abs(C*x1*x2+C*x1+C*x2+C))+C,"[15.17090119 10.44990461 11.33132741  9.85215637 10.92224839 12.81734666
 14.28992534 12.24146168  9.56587318 13.85205789 10.77027295 14.69503372
 10.75550651  9.56677269 12.36191426 13.51475891 12.78828987 13.69891294
  9.24439179 13.29986448 13.93285988 11.68170327 12.44463876 15.41094121
 12.07475692 15.17092336 13.18559129 11.17742494  9.40182122 10.73485321
 10.94330337  9.46052654  8.04185846 13.35718803 10.01802653  8.51643903
 12.09489819 11.70123119 10.45232023 16.53545185 11.81024357 14.8188677
  9.69992486  9.3310808  11.49404965 16.37994618 15.33391994 11.40651988
 11.96054809 11.7182002  14.51391817 11.33995361 10.30924949 10.13507698
  9.19106581 17.09711786 10.98610315 11.94093329 13.70436357 15.52502456
  9.60587529  8.38626814  7.37621908 12.68905868]",0.00833856638262001,10.232313394546509
378,-0.09225594311160501*sin(-0.5013610092099468*x2)+0.9706047268224771,C*sin(C*x2)+C,"[1.09582894 0.99853413 1.10487692 1.18471543 1.10389781 0.94442291
 1.0601153  1.13816034 1.14811935 1.06143468 1.26988141 1.1852184
 1.20744195 1.13923401 1.09881734 1.19740718 0.96390568 1.01180191
 1.17516796 1.13348902 1.08059535 1.05667115 1.00420007 1.18937265
 1.16940263 0.99577608 1.00094962 1.1338095  1.0342779  1.03284299
 1.01465355 0.96769913 1.0262502  1.02541316 1.01492336 0.99653297
 1.28640332 1.20065564 1.11839705 1.15574518 1.11443901 0.99310398
 1.1816242  1.11169632 0.9448885  1.19729063 1.08769685 1.22583368
 0.9830889  1.10481329 0.98132679 1.1397953  1.00676868 1.17319699
 1.00228113 1.08088738 0.92786169 1.0207129  1.10705596 1.01210902
 1.14941997 1.02363636 1.1014745  0.93267493 1.11779458 1.08019764
 1.03948756 1.09601641 1.18093355 1.1003845  1.09459948 1.10121827
 1.00595756 1.22066416 1.09936702 1.24730155 1.17031009 1.15393091
 1.14105214 1.15926044 0.95032285 0.9991582  1.29492582]",0.002344258678647133,1.8883764743804932
379,0.8323063801459396*sqrt(1.9196606422546814*abs(-0.99057889535434*x1+0.021743072831438504*x2+-0.9256804613889824))+2.097520598544579,C*sqrt(C*abs(C*x1+C*x2+C))+C,"[4.7357867  4.69933595 4.54778653 4.51171541 5.25181667 5.00620294
 4.77489987 4.39496493 4.53410423 4.60402691 5.01846726 5.33081598
 5.38719619 4.86600007 5.27590918 4.8297301  4.99892394 5.0383358
 4.60455034 4.06230602 4.5670747  5.07815823 4.09806008 4.97848174
 5.20178228 5.1085218  4.93988911 4.50455204 4.87660877 5.22523436
 4.9500773  4.71849008 4.91465094 4.7984835  4.82283347 4.59741643
 4.59819784 5.16156319 5.18499961 4.62429401 3.99492258 4.67520743
 4.71744129 5.25357533 4.3555421  4.11363413 4.7612591  3.98696922
 5.18840318 4.14078834 5.08339127 3.9999245  5.00231804 5.01716351
 5.20556845 5.25343009 5.50314618 5.00806007 5.16778663 4.14377177
 5.23857759 4.24849613 5.13014836 5.16148675 5.11834434 4.90695297
 5.01287499 5.61828119 3.9289091  4.66651091 4.37940853 4.70450806
 4.1854147  5.35128192 4.52518604 4.90328105 3.8556147  4.85547231
 4.24540728 5.22001197 4.92180169 4.36021667 4.97185956 5.0289371
 4.62568474 4.30462746 4.67645261 5.19529014 4.8542101  5.15681743
 4.71814356 4.79766333 5.63434279 4.8079572  5.06698584 4.91132217
 4.7534248  5.05653959 5.35853729 5.28347502 5.18259829 5.71673303
 5.32868774 4.62484997 4.86189157 4.66718176 5.15631635 4.86810854
 4.08974227 5.24918881 5.24793217 4.90194538 4.62788595 5.11365822
 4.77747712 4.73253926 5.74705936 4.40405119 3.86985523 4.97506271
 4.18638213 4.07354828 4.71988659 4.65721072 4.90590347 4.36428603
 5.75741911 4.64186369 5.0291573  4.40632668 4.83969091 5.28839594
 4.75431912 4.24393962 4.71094897 4.13608168 4.39839574 5.20245766
 4.80635363 5.65138705 4.50522262 4.82638093 4.76017887 5.0983878
 4.3670891  4.34602661 3.87837069 5.87886495 4.92652654 4.90368502
 3.84447435 4.93066917 5.55966197 5.05835539 4.65594079 3.97702634
 5.70241545 4.57037176 3.82587694 4.85652869 4.89562446 4.14784908
 4.08139899 5.0014457 ]",0.005493342014679022,4.205954313278198
380,-0.4367352942550433*x1+-0.7274728260636192*x2+1.407204770732593*cos(1.7556720101366445*x1+-0.9808797381287302)+-1.4132336787202302,C*x1+C*x2+C*cos(C*x1+C)+C,"[ -4.3839072   -9.62318023   2.0879163   -0.97891374  -3.4724605
  -7.24442511   5.67791265   1.00399611   1.79882634  -9.18597459
   6.33189622   0.01714128  -4.79285745  -4.10826141  -8.74771022
   3.07083275  -8.06937666  -3.8279064   -1.66606874   6.63343803
  -3.89436108  -1.96020113   5.20619578  -0.56555084  -2.88970508
   1.32177782   7.17614786  -2.96186431   1.99730271   4.23473671
   1.0001802   -2.92287293  -2.84247373   7.04229049   5.81331913
   6.2955805  -10.01690166   0.55508014  -7.55628627  -4.48096088
  -2.68394012  -2.76644484]",0.800900882857457,3.389195203781128
381,0.3320836546891397*x1+-0.8637586150871857*x2+-0.17500481666248735,C*x1+C*x2+C,"[-5.10780086 -2.16911301 -4.22705161 -5.53501817  2.27665489  4.48548455
  1.97585858  4.62485201  3.84264868  3.81599134  1.84116364  3.69456227
 -3.23851153 -4.87755666  1.71640946 -5.92361593  4.74726107  1.72665113
 -2.63511503 -5.61707805  4.41916741  2.28692154  2.81696237  2.41200405
 -3.35749556 -3.18759669 -3.72270698  1.75434368 -3.11549767 -4.8713888
 -4.27440111 -4.99856431 -4.17937936  4.19830992  4.39998914 -2.20753709
  4.08306907 -5.56321016 -1.86627534  4.74194413 -5.72029225  0.89702475
 -5.62232629  2.89389795 -2.85962219  1.13724493 -2.56018077 -4.33638805
  1.28409582 -4.25235611 -5.37048642 -3.99693812  2.73795014  1.47247658
 -3.38107322 -3.11748749  4.29738455 -5.2414514   1.54346498  2.11116224
  3.67992049  3.49082296 -2.3317537  -4.71250012  1.43079534  2.87287673
  4.38105119 -2.57429946 -4.9452146  -1.83291491 -2.25200851  2.21385585
  3.88863284  1.86156481 -4.85191239  2.46411547  2.25559605  0.89818168
  1.6708243  -4.48798531 -2.35609621 -4.42143842  4.25555436  4.93480182
  3.88715489 -5.34811526 -2.71477094  1.7772554   4.00521272  3.60732579
 -3.32997249  2.88239078 -3.11726142  3.74754269 -1.86563383 -2.24409283
 -4.59835416 -2.20974731 -4.38937853 -4.98123296  4.39024741  1.84451627
 -3.52827372 -4.71559786 -5.36734737  4.71691183 -5.58979621 -5.1818332
 -4.56112311 -5.42118959  4.00753949  1.48182692 -1.38553801 -1.85596001
 -4.26118142  5.11379614 -2.37480074 -5.91306098 -1.98734817 -5.16655366
 -5.21652601 -2.25076879  1.21903761 -2.0421123   3.71761249  1.24476665
 -5.65030517  4.81501292 -4.64275249  1.42373184 -2.13999426 -4.47187254
  2.13162737 -3.19630286  3.99003826 -5.36552446 -2.16113838 -5.71996233
 -5.18852022 -5.05083843  1.34158577 -4.91694419  1.64854274  4.14839924
  1.31907947 -2.86945301  4.48888194 -4.81007182 -4.63045335  1.36872668
  4.87154923 -5.4369595  -4.56636779  2.23730262  1.66787615  1.69856692
 -3.32586923  2.29496689  4.66167427 -3.63128251 -4.39355283  4.93441808
  2.40885859 -3.06334333  4.95128345 -3.27014339  3.9945161   4.48982694
 -4.52407075  4.97061274  4.16860843 -5.49439115  0.93827371 -4.891986
  1.07531895 -2.8656718  -4.94262974  3.98389283 -4.1937533   2.37509045]",0.001208300123255475,3.428112506866455
382,-0.5184321123967519*sqrt(-1.3269726043242211*abs(-1.6634022873177012*exp(-0.18930565690152212*x1)))+-1.277371882535911,C*sqrt(C*abs(C*exp(C*x1)))+C,"[-2.61971033 -2.25762371 -4.1734463  -2.02476893 -3.36086342 -2.75846393
 -2.2221532  -2.67390886 -2.91649479 -2.16601798 -2.5366536  -2.02182243
 -3.88692377 -2.53124437 -2.36302115 -2.03201501 -2.61750251 -2.00524648
 -2.5039596  -2.57676354 -2.73584798 -2.23851369 -2.14193871 -2.1953086
 -1.90582572 -2.78911988 -2.93920031 -2.7326139  -2.00065713 -2.59715064
 -1.8355692  -3.14284737]",0.03665020952282781,2.8946592807769775
