text_index,true_equation,gpm_equation,mlp_y,gpm_y,mlp_rel_err,gpm_rel_err,mlp_train_time,gpm_train_time
306,-0.5*x1**2-0.58*x1,"mul(mul(X0, div(X0, 0.899)), sqrt(X0))","[17.78166549 18.35132406 18.92075255 19.48947124 20.05818993 20.62690862
 21.19562732 21.76434601 22.3330647  22.90178339 23.47050209 24.03922078
 24.60793947 25.17665816 25.74537685 26.31409555 26.88281424 27.45153293
 28.02025162 28.58897031 29.15768901 29.7264077  30.29512639 30.86384508
 31.43256378 32.00128247 32.57000116 33.13871985 33.70743854 34.27615724]","[18.81696276 20.37136999 22.00037789 23.70514321 25.48680532 27.34648694
 29.28529485 31.30432057 33.40464097 35.58731882 37.85340336 40.2039308
 42.63992476 45.16239678 47.77234667 50.47076296 53.25862325 56.13689456
 59.10653369 62.16848751 65.32369329 68.57307895 71.91756339 75.35805667
 78.89546034 82.53066762 86.26456367 90.09802575 94.03192347 98.06711898]",0.25227885958705387,0.007395727321141524,3.8319075107574463,81.99322295188904
307,0.74*x1**2*sqrt(0.74*x1-1)-0.07*x1,"mul(mul(X0, mul(X0, 0.534)), mul(X0, 0.498))","[ 7.63876886  8.2234997   8.7153045   9.02756447  9.33982445  9.65208442
  9.9643444  10.27660437 10.58886435 10.90112433 11.2133843  11.52564428
 11.83790425 12.15016423 12.4624242  12.77468418 13.08694415 13.39920413
 13.7114641  14.02372408 14.33598405 14.64824403 14.960504   15.27276398
 15.58502395 15.89728393 16.2095439  16.52180388 16.83406385 17.14632383]","[ 7.92188069  8.71351034  9.55619571 10.4515323  11.40111559 12.40654108
 13.46940427 14.59130063 15.77382567 17.01857488 18.32714373 19.70112774
 21.14212238 22.65172316 24.23152555 25.88312506 27.60811718 29.40809738
 31.28466118 33.23940405 35.2739215  37.389809   39.58866206 41.87207616
 44.24164679 46.69896946 49.24563964 51.88325283 54.61340452 57.4376902 ]",0.20302592900462496,0.010032787143901612,6.59760856628418,78.40909218788147
308,-0.69*x1**(3/2),"mul(sqrt(mul(X0, -0.429)), div(X0, div(-0.269, 0.283)))","[-3.67532777 -3.77962831 -3.88392885 -3.98822938 -4.09252992 -4.19683046
 -4.30113099 -4.40543153 -4.50973207 -4.6140326  -4.71833314 -4.82263368
 -4.92693421 -5.03123475 -5.13553529 -5.23983582 -5.34413636 -5.4484369
 -5.55273743 -5.65703797 -5.76133851 -5.86563905 -5.96993958 -6.07424012
 -6.17854066 -6.28284119 -6.38714173 -6.49144227 -6.5957428  -6.70004334]","[ -3.76654239  -3.95025641  -4.13686386  -4.32632055  -4.51858426
  -4.7136146   -4.91137285  -5.11182189  -5.31492609  -5.52065116
  -5.72896414  -5.93983327  -6.15322792  -6.36911856  -6.58747666
  -6.80827464  -7.03148583  -7.25708442  -7.4850454   -7.71534455
  -7.94795836  -8.18286402  -8.42003939  -8.65946295  -8.90111379
  -9.14497156  -9.39101647  -9.63922925  -9.88959112 -10.1420838 ]",3.4548669932816605,0.001138007361580559,1.5830919742584229,23.78027629852295
309,1.02*x1*sin(0.11*x1+0.61),"add(mul(0.828, X0), -0.134)","[2.54809981 2.64230689 2.73651398 2.83072106 2.92492815 3.01913523
 3.11334231 3.2075494  3.30175648 3.39596356 3.49017065 3.58437773
 3.67858482 3.7727919  3.86699898 3.96120607 4.05541315 4.14962024
 4.24382732 4.3380344  4.43224149 4.52644857 4.62065566 4.71486274
 4.80906982 4.90327691 4.99748399 5.09169107 5.18589816 5.28010524]","[2.43200167 2.51477777 2.59755388 2.68032998 2.76310608 2.84588219
 2.92865829 3.01143439 3.09421049 3.1769866  3.2597627  3.3425388
 3.42531491 3.50809101 3.59086711 3.67364321 3.75641932 3.83919542
 3.92197152 4.00474763 4.08752373 4.17029983 4.25307594 4.33585204
 4.41862814 4.50140424 4.58418035 4.66695645 4.74973255 4.83250866]",0.003941964976841697,0.016215497073608823,1.261549711227417,73.52814531326294
310,x1,"sqrt(mul(X0, X0))","[3.06781627 3.1383931  3.20896993 3.27954676 3.35012359 3.42070042
 3.49127725 3.56185408 3.63243091 3.70300774 3.77358457 3.8441614
 3.91473823 3.98531506 4.05589189 4.12646872 4.19704555 4.26762238
 4.33819921 4.40877604 4.47935287 4.5499297  4.62050653 4.69108336
 4.76166019 4.83223702 4.90281385 4.97339068 5.04396751 5.11454434]","[3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8
 4.9 5.  5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]",0.010313685415110501,0.0,0.6032137870788574,4.087707042694092
311,x1**2-0.55*x1,"add(mul(X0, log(mul(exp(X0), add(-0.249, -0.738)))), mul(X0, -0.530))","[ 7.49628075  7.81141818  8.12655561  8.44169304  8.75683046  9.07196789
  9.38710532  9.70224274 10.01738017 10.3325176  10.64765503 10.96279245
 11.27792988 11.59306731 11.90820473 12.22334216 12.53847959 12.85361701
 13.16875444 13.48389187 13.7990293  14.11416672 14.42930415 14.74444158
 15.059579   15.37471643 15.68985386 16.00499129 16.32012871 16.63526614]","[ 7.92695877  8.50266712  9.09837547  9.71408382 10.34979216 11.00550051
 11.68120886 12.37691721 13.09262555 13.8283339  14.58404225 15.3597506
 16.15545894 16.97116729 17.80687564 18.66258399 19.53829233 20.43400068
 21.34970903 22.28541738 23.24112572 24.21683407 25.21254242 26.22825077
 27.26395911 28.31966746 29.39537581 30.49108416 31.6067925  32.74250085]",0.1157824659028377,7.983368560042479e-07,2.407646894454956,23.78186345100403
312,1.9*x1+sqrt(x1-0.27)+0.64,"add(sqrt(add(X0, 0.998)), add(X0, X0))","[ 8.09831744  8.27947341  8.46062938  8.64178535  8.82294131  9.00409728
  9.18525325  9.36640922  9.54756518  9.72872115  9.90987712 10.09103309
 10.27218905 10.45334502 10.63450099 10.81565696 10.99681292 11.17796889
 11.35912486 11.54028082 11.72143679 11.90259276 12.08374873 12.26490469
 12.44606066 12.62721663 12.8083726  12.98952856 13.17068453 13.3518405 ]","[ 8.22434388  8.44889437  8.67315415  8.89713332  9.12084138  9.34428733
  9.56747968  9.79042647 10.01313536 10.23561359 10.45786805 10.67990529
 10.90173155 11.12335278 11.34477465 11.56600257 11.78704171 12.00789704
 12.22857327 12.44907496 12.66940644 12.88957188 13.10957529 13.32942052
 13.54911125 13.76865104 13.9880433  14.20729134 14.42639832 14.6453673 ]",0.002882628256997723,0.00010895139921165602,2.149080753326416,77.82160139083862
313,sin(0.64*x1),"sin(mul(X0, 0.646))","[0.98819702 0.98951355 0.99083008 0.9921466  0.99346313 0.99477965
 0.99609618 0.99741271 0.99872923 1.00004576 1.00136229 1.00267881
 1.00399534 1.00531186 1.00662839 1.00794492 1.00926144 1.01057797
 1.01189449 1.01321102 1.01452755 1.01584407 1.0171606  1.01847713
 1.01979365 1.02111018 1.0224267  1.02374323 1.02505976 1.02637628]","[ 0.90882842  0.88002488  0.84755553  0.81155563  0.77217514  0.72957809
  0.68394194  0.63545678  0.58432457  0.53075833  0.47498117  0.41722544
  0.35773173  0.29674787  0.23452788  0.17133095  0.10742032  0.04306223
 -0.02147523 -0.08592325 -0.15001334 -0.21347854 -0.27605448 -0.3374805
 -0.39750072 -0.45586512 -0.51233058 -0.56666189 -0.61863274 -0.66802662]",0.9246959290915446,0.0003173396702442572,0.3067197799682617,11.667415142059326
314,-0.42*x1+sqrt(x1-0.48),0.351,"[0.37239187 0.40963575 0.44687963 0.48412351 0.52136739 0.55861127
 0.59585515 0.63309903 0.67034291 0.70758679 0.74483067 0.78207455
 0.81931843 0.85656231 0.89380619 0.93105007 0.96829396 1.00553784
 1.04278172 1.0800256  1.11726948 1.15451336 1.19175724 1.22900112
 1.266245   1.30348888 1.34073276 1.37797664 1.41522052 1.4524644 ]","[0.35133336 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336
 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336
 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336
 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336
 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336 0.35133336]",0.9008399736090751,0.09131868079850146,1.6702628135681152,69.71634602546692
315,sqrt(x1+0.51),"sqrt(add(0.534, X0))","[1.90364683 1.9328986  1.96215037 1.99140214 2.02065391 2.04990568
 2.07915745 2.10840922 2.13766099 2.16691276 2.19616452 2.22541629
 2.25466806 2.28391983 2.3131716  2.34242337 2.37167514 2.40092691
 2.43017868 2.45943045 2.48868221 2.51793398 2.54718575 2.57643752
 2.60568929 2.63494106 2.66419283 2.6934446  2.72269637 2.75194814]","[1.90618566 1.93223802 1.95794376 1.98331636 2.00836844 2.03311185
 2.05755772 2.08171655 2.1055982  2.12921201 2.15256679 2.17567088
 2.19853219 2.22115821 2.24355606 2.2657325  2.28769399 2.30944664
 2.33099631 2.35234857 2.37350875 2.39448194 2.41527302 2.43588665
 2.45632729 2.47659924 2.49670659 2.51665329 2.53644314 2.55607977]",0.00191007345422906,7.006131962759656e-06,2.177105188369751,12.016395807266235
316,(x1+0.82)**(1/4),"sqrt(sqrt(add(sqrt(sqrt(exp(exp(log(-0.431))))), add(-0.288, X0))))","[1.35886213 1.33935389 1.31984566 1.30033742 1.28082919 1.26132095
 1.24181272 1.22230448 1.20279625 1.18328801 1.16377977 1.14427154
 1.1247633  1.10525507 1.08574683 1.0662386  1.04673036 1.02722213
 1.00771389 0.98820565 0.96869742 0.94918918 0.92968095 0.91017271
 0.89066448 0.87115624 0.85164801 0.83213977 0.81263153 0.7931233 ]","[1.40758788 1.41646774 1.42518367 1.43374255 1.44215085 1.45041459
 1.45853945 1.46653076 1.47439353 1.48213248 1.48975206 1.49725649
 1.50464975 1.51193561 1.51911764 1.52619922 1.53318357 1.54007376
 1.54687269 1.55358313 1.56020773 1.56674901 1.57320937 1.5795911
 1.58589641 1.5921274  1.59828608 1.60437437 1.61039413 1.61634714]",0.10153963485889345,3.827681964005487e-06,0.5252547264099121,12.071338653564453
317,-0.19*x1**2+x1,"mul(add(-0.154, mul(X0, 0.991)), mul(X0, mul(X0, 0.991)))","[26.9728259  28.71348646 29.99364863 30.80581201 31.61797539 32.43013877
 33.24230216 34.05446554 34.86662892 35.6787923  36.49095569 37.30311907
 38.11528245 38.92744583 39.73960922 40.5517726  41.36393598 42.17609936
 42.98826275 43.80042613 44.61258951 45.42475289 46.23691628 47.04907966
 47.86124304 48.67340642 49.48556981 50.29773319 51.10989657 51.92205995]","[ 27.76917786  30.59450017  33.60518567  36.80712222  40.20619773
  43.80830007  47.61931715  51.64513684  55.89164704  60.36473564
  65.07029051  70.01419956  75.20235067  80.64063173  86.33493063
  92.29113526  98.5151335  105.01281324 111.79006238 118.85276879
 126.20682038 133.85810503 141.81251062 150.07592505 158.65423621
 167.55333197 176.77910024 186.3374289  196.23420584 206.47531895]",0.29155965769034975,0.00013652610639532833,3.5187883377075195,77.72803807258606
318,sin(0.85*sqrt(0.43*x1+1)),"exp(mul(sin(div(exp(0.073), sin(0.177))), log(div(exp(0.837), sqrt(X0)))))","[0.9693562  0.97480034 0.98024448 0.98568862 0.99113276 0.9965769
 1.00202104 1.00746518 1.01290933 1.01835347 1.02379761 1.02924175
 1.04535874 1.07330633 1.10125393 1.12920152 1.15714912 1.18509671
 1.21304431 1.2409919  1.2689395  1.29688709 1.32483468 1.35278228
 1.38072987 1.40867747 1.43662506 1.46457266 1.49252025 1.52046785]","[0.95227307 0.95500522 0.95766077 0.96024409 0.9627592  0.96520976
 0.96759915 0.9699305  0.97220669 0.97443039 0.97660407 0.97873005
 0.98081047 0.98284732 0.98484249 0.98679773 0.98871466 0.99059485
 0.99243973 0.99425067 0.99602896 0.9977758  0.99949235 1.00117968
 1.00283881 1.00447073 1.00607635 1.00765654 1.00921214 1.01074393]",0.06114610566984296,6.938017880404754e-05,0.9315719604492188,7.929765701293945
319,x1-0.49,"add(X0, -0.480)","[2.57403097 2.64088632 2.70774167 2.77459702 2.84145236 2.90830771
 2.97516306 3.04201841 3.10887375 3.1757291  3.24258445 3.3094398
 3.37629514 3.44315049 3.51000584 3.57686119 3.64371654 3.71057188
 3.77742723 3.84428258 3.91113793 3.97799327 4.04484862 4.11170397
 4.17855932 4.24541466 4.31227001 4.37912536 4.44598071 4.51283605]","[2.61957199 2.71957199 2.81957199 2.91957199 3.01957199 3.11957199
 3.21957199 3.31957199 3.41957199 3.51957199 3.61957199 3.71957199
 3.81957199 3.91957199 4.01957199 4.11957199 4.21957199 4.31957199
 4.41957199 4.51957199 4.61957199 4.71957199 4.81957199 4.91957199
 5.01957199 5.11957199 5.21957199 5.31957199 5.41957199 5.51957199]",0.016060573823127276,6.4357270755174e-06,0.9231979846954346,8.181082010269165
320,0.2*x1,"mul(0.201, X0)","[0.57594048 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048
 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048
 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048
 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048
 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048 0.57594048]","[0.62178944 0.64184716 0.66190488 0.68196261 0.70202033 0.72207806
 0.74213578 0.7621935  0.78225123 0.80230895 0.82236667 0.8424244
 0.86248212 0.88253985 0.90259757 0.92265529 0.94271302 0.96277074
 0.98282847 1.00288619 1.02294391 1.04300164 1.06305936 1.08311708
 1.10317481 1.12323253 1.14329026 1.16334798 1.1834057  1.20346343]",0.13113765509546355,0.00022977643381426964,0.8095688819885254,8.107609987258911
321,sin(0.91*x1),"sin(mul(0.907, X0))","[0.46916716 0.47255492 0.47594268 0.47933045 0.48271821 0.48610597
 0.48949373 0.49288149 0.49626926 0.49965702 0.50304478 0.50643254
 0.50982031 0.51320807 0.51659583 0.51998359 0.52337135 0.52675912
 0.53014688 0.53353464 0.5369224  0.54031017 0.54369793 0.54708569
 0.55047345 0.55386122 0.55724898 0.56063674 0.5640245  0.56741226]","[ 0.32419323  0.23718522  0.14822771  0.05805188 -0.03260111 -0.12298613
 -0.21236029 -0.29998901 -0.38515202 -0.46714936 -0.54530705 -0.61898271
 -0.68757076 -0.75050746 -0.80727552 -0.85740834 -0.90049387 -0.93617798
 -0.96416736 -0.98423196 -0.99620686 -0.99999365 -0.99556119 -0.98294592
 -0.96225152 -0.93364809 -0.89737073 -0.85371762 -0.80304755 -0.74577699]",1.4536906685968172,0.0005218615937189787,2.4755918979644775,4.136703014373779
322,0.94*(-x1)**(1/4),"sqrt(mul(sqrt(0.803), sqrt(X0)))","[1.26871576 1.28432965 1.30009939 1.31586913 1.33163887 1.34740862
 1.36317836 1.3789481  1.39471784 1.41048758 1.42625732 1.44202706
 1.45779681 1.47356655 1.48933629 1.50510603 1.52087577 1.53664551
 1.55241526 1.568185   1.58395474 1.59972448 1.61549422 1.63126396
 1.6470337  1.66280345 1.67857319 1.69434293 1.71011267 1.72588241]","[1.25608582 1.26609527 1.27587279 1.28543056 1.29477976 1.30393072
 1.31289297 1.32167535 1.33028607 1.33873275 1.34702252 1.35516199
 1.3631574  1.37101454 1.37873887 1.38633551 1.39380929 1.40116474
 1.40840614 1.41553754 1.42256276 1.42948541 1.43630892 1.44303655
 1.44967137 1.45621633 1.46267421 1.46904767 1.47533924 1.48155133]",0.010597584557931267,4.504530444993514e-05,2.027996778488159,4.1499950885772705
323,0.86*x1*sqrt(x1+0.86),"mul(X0, sqrt(X0))","[ 5.17670839  5.3631934   5.54967841  5.73616342  5.92264843  6.10913344
  6.29561846  6.48210347  6.66858848  6.85507349  7.0415585   7.22804351
  7.41452852  7.60101353  7.7871663   7.97141887  8.13319606  8.28753748
  8.4418789   8.59622032  8.75056174  8.90490316  9.05924458  9.213586
  9.36792743  9.52226885  9.67661027  9.83095169  9.98529311 10.13963453]","[ 5.45811323  5.72433402  5.9947477   6.26929023  6.54790043  6.83051975
  7.1170921   7.4075637   7.70188289  8.          8.30186726  8.60743864
  8.91666978  9.22951786  9.54594155  9.86590087 10.18935719 10.5162731
 10.84661237 11.18033989 11.51742159 11.85782442 12.2015163  12.54846604
 12.89864334 13.25201871 13.60856348 13.96824971 14.33105021 14.69693846]",0.02297304440480989,0.004795193761005389,2.393336534500122,72.75240325927734
324,-sin(0.31*x1),"sin(mul(mul(-0.475, X0), sqrt(-0.431)))","[-0.86588821 -0.89226438 -0.91864056 -0.94501674 -0.97139291 -0.99776909
 -1.02414526 -1.05052144 -1.07689762 -1.10327379 -1.12964997 -1.15602615
 -1.18240232 -1.2087785  -1.23515468 -1.26153085 -1.28790703 -1.31428321
 -1.34065938 -1.36703556 -1.39341174 -1.41978791 -1.44616409 -1.47254026
 -1.49891644 -1.52529262 -1.55166879 -1.57804497 -1.60442115 -1.63079732]","[-0.82254572 -0.8398627  -0.85636443 -0.87203489 -0.88685888 -0.900822
 -0.9139107  -0.92611227 -0.93741487 -0.94780754 -0.95728017 -0.96582358
 -0.97342947 -0.98009046 -0.98580008 -0.9905528  -0.99434399 -0.99716998
 -0.99902803 -0.99991632 -0.99983401 -0.99878116 -0.99675881 -0.99376891
 -0.98981437 -0.98489902 -0.97902764 -0.97220592 -0.96444049 -0.95573888]",0.12381185900770736,1.2760263766297063e-05,0.3939096927642822,15.709189891815186
325,-1.0*x1**2+0.93*sqrt(-x1),"mul(div(log(X0), div(-0.606, X0)), sqrt(sqrt(X0)))","[ -7.61323121  -7.97738735  -8.34154349  -8.70569963  -9.06985576
  -9.4340119   -9.79816804 -10.16232418 -10.52648031 -10.89063645
 -11.25479259 -11.61894873 -11.98310487 -12.347261   -12.71141714
 -13.07557328 -13.43972942 -13.80388555 -14.16804169 -14.53219783
 -14.89635397 -15.2605101  -15.62466624 -15.98882238 -16.35297852
 -16.71713466 -17.08129079 -17.44544693 -17.80960307 -18.17375921]","[ -7.68059271  -8.21578629  -8.76383483  -9.32450981  -9.89759312
 -10.48287629 -11.08015982 -11.68925256 -12.30997117 -12.94213958
 -13.58558859 -14.24015538 -14.90568315 -15.5820208  -16.26902253
 -16.96654762 -17.67446009 -18.39262847 -19.12092556 -19.85922821
 -20.60741711 -21.3653766  -22.13299447 -22.91016186 -23.69677302
 -24.49272521 -25.29791859 -26.11225601 -26.93564298 -27.76798749]",63.60151548645671,8.71657730097735,3.79555082321167,85.19546413421631
326,0.98*sqrt(-x1),"exp(log(sqrt(mul(X0, 0.975))))","[1.74891727 1.78568575 1.82245424 1.85922272 1.89599121 1.93275969
 1.96952817 2.00629666 2.04306514 2.07983363 2.11660211 2.1533706
 2.19013908 2.22690756 2.26367605 2.30044453 2.33721302 2.3739815
 2.41074998 2.44751847 2.48428695 2.52105544 2.55782392 2.5945924
 2.63136089 2.66812937 2.70489786 2.74166634 2.77843483 2.81520331]","[1.73821652 1.76602975 1.79341169 1.8203818  1.84695812 1.87315742
 1.89899529 1.9244863  1.94964406 1.97448129 1.99900995 2.02324125
 2.04718577 2.07085344 2.09425366 2.11739529 2.14028671 2.16293588
 2.18535032 2.20753719 2.22950327 2.25125504 2.27279864 2.29413994
 2.31528454 2.33623776 2.35700473 2.37759032 2.39799919 2.41823583]",0.010077964893400427,1.7075925076688142e-05,1.1988956928253174,8.080434322357178
327,sin(0.08*x1+0.27),0.383,"[0.50129199 0.50865738 0.51602277 0.52338815 0.53075354 0.53811893
 0.54548432 0.5528497  0.56021509 0.56758048 0.57440452 0.57440452
 0.57440452 0.57440452 0.57440452 0.57440452 0.57440452 0.57440452
 0.57440452 0.57440452 0.57440452 0.57440452 0.57440452 0.57440452
 0.57440452 0.57440452 0.57440452 0.57440452 0.57440452 0.57440452]","[0.38283427 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427
 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427
 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427
 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427
 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427 0.38283427]",0.0031802425758326713,0.05012473185091969,0.9083058834075928,69.55238008499146
328,sin(0.74*x1-0.85),"sin(sin(add(-0.991, mul(0.846, X0))))","[0.94551668 0.95102859 0.9565405  0.96205241 0.96756432 0.97307623
 0.97858814 0.98410005 0.98961196 0.99512386 1.00063577 1.00614768
 1.01165959 1.0171715  1.02268341 1.02819532 1.03370723 1.03921914
 1.04473105 1.05024296 1.05575486 1.06126677 1.06677868 1.07229059
 1.0778025  1.08331441 1.08882632 1.09433823 1.09985014 1.10536205]","[ 0.84040656  0.83556416  0.82669107  0.81357483  0.79592962  0.77341887
  0.74568359  0.71237512  0.67319075  0.62791012  0.57643019  0.51879596
  0.45522467  0.38612076  0.31207997  0.23388127  0.15246644  0.06890828
 -0.01563078 -0.09994668 -0.18284483 -0.26319062 -0.33995526 -0.41225399
 -0.47937377 -0.54078924 -0.59616619 -0.64535327 -0.68836338 -0.72534675]",0.5478811404556603,0.10397397226670171,0.4528939723968506,74.41158175468445
329,2*x1-0.61,"add(add(X0, X0), log(-0.542))","[2.37325858 2.34663471 2.32001085 2.29338698 2.26676312 2.24013925
 2.21351539 2.18689152 2.16026766 2.13364379 2.10701993 2.08039606
 2.0537722  2.02714833 2.00052447 1.9739006  1.94727674 1.92065287
 1.894029   1.86740514 1.84078127 1.81415741 1.78753354 1.76090968
 1.73428581 1.70766195 1.68103808 1.65441422 1.62779035 1.60116649]","[ 5.58686448  5.78686448  5.98686448  6.18686448  6.38686448  6.58686448
  6.78686448  6.98686448  7.18686448  7.38686448  7.58686448  7.78686448
  7.98686448  8.18686448  8.38686448  8.58686448  8.78686448  8.98686448
  9.18686448  9.38686448  9.58686448  9.78686448  9.98686448 10.18686448
 10.38686448 10.58686448 10.78686448 10.98686448 11.18686448 11.38686448]",0.5684291302675729,1.558280840630069e-07,3.0916543006896973,4.180770635604858
330,-sin(0.71*x1),"sin(mul(log(log(-0.610)), X0))","[-0.9088353  -0.90315942 -0.89748354 -0.89180766 -0.88613178 -0.8804559
 -0.87478002 -0.86910414 -0.86342826 -0.85775238 -0.8520765  -0.84640062
 -0.84072474 -0.83504886 -0.82937298 -0.8236971  -0.81802123 -0.81234535
 -0.80666947 -0.80099359 -0.79531771 -0.78964183 -0.78396595 -0.77829007
 -0.77667247 -0.77510048 -0.77352848 -0.77195649 -0.7703845  -0.7688125 ]","[-0.81684066 -0.7741727  -0.72765786 -0.67752728 -0.62403006 -0.56743203
 -0.50801443 -0.4460725  -0.38191403 -0.31585783 -0.24823213 -0.17937295
 -0.10962248 -0.03932729  0.03116332  0.10149908  0.17133049  0.24031056
  0.30809652  0.37435155  0.43874642  0.50096115  0.56068661  0.617626
  0.67149641  0.72203015  0.76897611  0.81210103  0.85119061  0.88605061]",1.0664055036765308,0.0003691089106160802,2.0196597576141357,15.56663465499878
331,2*x1-0.88*sin(x1),"mul(add(mul(X0, 0.980), add(-0.857, X0)), sin(X0))","[ 0.54821363  0.23174306 -0.0847275  -0.40119807 -0.71766863 -1.0341392
 -1.35060976 -1.63926162 -1.9190097  -2.19875778 -2.47850586 -2.75825393
 -3.03800201 -3.31775009 -3.59749817 -3.87724624 -4.15699432 -4.4367424
 -4.71649048 -4.99623856 -5.27598663 -5.55573471 -5.83548279 -6.11523087
 -6.39497895 -6.67472702 -6.9544751  -7.23422318 -7.51397126 -7.79371933]","[ 0.2195262  -0.31974324 -0.89527544 -1.50089239 -2.12972554 -2.77429254
 -3.42658402 -4.07815929 -4.72024987 -5.34386969 -5.93993053 -6.49936142
 -7.01323035 -7.47286696 -7.86998445 -8.19679935 -8.44614736 -8.61159391
 -8.68753788 -8.66930695 -8.55324345 -8.33677924 -8.01849859 -7.59818817
 -7.07687298 -6.4568379  -5.74163406 -4.93606976 -4.04618579 -3.07921518]",9.010883413186178,0.0028684256173706502,3.035935878753662,38.787325859069824
332,0.11*x1+0.13,"sqrt(mul(X0, 0.060))","[0.48550573 0.50280898 0.52011222 0.53741547 0.55471871 0.57202195
 0.5893252  0.60662844 0.62393169 0.64123493 0.65853817 0.67584142
 0.69314466 0.71044791 0.72775115 0.74505439 0.76235764 0.77966088
 0.79696413 0.81426737 0.83157061 0.84887386 0.8661771  0.88348034
 0.90078359 0.91808683 0.93539008 0.95269332 0.96999656 0.98729981]","[0.43229832 0.43921553 0.44602548 0.45273301 0.4593426  0.46585842
 0.47228436 0.47862403 0.48488082 0.49105789 0.49715823 0.50318461
 0.50913966 0.51502586 0.52084555 0.52660092 0.53229407 0.53792697
 0.54350149 0.54901942 0.55448243 0.55989214 0.56525008 0.57055771
 0.57581642 0.58102754 0.58619233 0.59131201 0.59638774 0.60142064]",0.0168811867755713,0.011519357278891827,0.3863363265991211,72.23443174362183
333,sqrt(x1**2),"sqrt(mul(X0, X0))","[3.10022554 3.19763377 3.29504199 3.39245021 3.48985843 3.56520737
 3.63671351 3.70821965 3.77972579 3.85123193 3.92273807 3.99424421
 4.06575035 4.13725649 4.20876263 4.28026877 4.35177491 4.42328105
 4.49478719 4.56629333 4.63779947 4.70930561 4.78081175 4.85231789
 4.92382403 4.99533017 5.06683631 5.13834245 5.20984859 5.28135473]","[3.1 3.2 3.3 3.4 3.5 3.6 3.7 3.8 3.9 4.  4.1 4.2 4.3 4.4 4.5 4.6 4.7 4.8
 4.9 5.  5.1 5.2 5.3 5.4 5.5 5.6 5.7 5.8 5.9 6. ]",0.005405675536255426,0.0,1.2383310794830322,4.1274333000183105
334,2*sin(x1),"add(sin(X0), sin(X0))","[ 0.49556064  0.46542361  0.43528658  0.40514955  0.38011138  0.35677962
  0.33344787  0.31011611  0.28678436  0.2634526   0.24012085  0.21678909
  0.19345734  0.17012558  0.14679383  0.12346207  0.10013032  0.07679856
  0.05346681  0.03013505  0.0068033  -0.01652846 -0.03986021 -0.06319197
 -0.08652372 -0.10985547 -0.13318723 -0.15651898 -0.17985074 -0.20318249]","[ 0.08316132 -0.11674829 -0.31549139 -0.5110822  -0.70156646 -0.88504089
 -1.05967228 -1.22371578 -1.37553232 -1.51360499 -1.63655422 -1.74315154
 -1.83233187 -1.90320415 -1.95506024 -1.98738201 -1.99984652 -1.99232922
 -1.96490523 -1.91784855 -1.85162936 -1.76690931 -1.66453488 -1.54552898
 -1.41108065 -1.26253328 -1.10137109 -0.92920436 -0.74775333 -0.558831  ]",2.4152208564118074,9.605400585056857e-06,0.7486295700073242,8.175638914108276
335,sin(x1-0.08),"sin(add(add(X0, -0.048), -0.048))","[ 0.21402481  0.14615618  0.07828755  0.01041892 -0.05744971 -0.12531834
 -0.19318697 -0.2610556  -0.32892423 -0.39679286 -0.46466149 -0.53253011
 -0.60039874 -0.66826737 -0.736136   -0.80400463 -0.87187326 -0.93974189
 -1.00761052 -1.07547915 -1.14334778 -1.21121641 -1.27908504 -1.34695367
 -1.4148223  -1.48269093 -1.55055956 -1.61842819 -1.68629682 -1.75416545]","[ 0.13620317  0.03661966 -0.06332974 -0.16264638 -0.2603379  -0.35542821
 -0.4469672  -0.53404025 -0.61577734 -0.69136178 -0.76003837 -0.8211209
 -0.87399907 -0.91814453 -0.95311619 -0.97856463 -0.99423557 -0.99997244
 -0.99571792 -0.98151451 -0.95750413 -0.92392669 -0.88111768 -0.82950483
 -0.76960385 -0.70201324 -0.62740834 -0.54653458 -0.46020004 -0.36926732]",0.2695884555149475,0.00010899640360334965,2.815035343170166,14.888649940490723
